Academic Year,LEA Number,LEA Name,School Number,School Name,School Type,Ada504 Pct,Ada504 Cnt,FARMS Pct,FARMS Cnt,English Learner Pct,English Learner Cnt,Migrant Pct,Migrant Cnt,Students with Disabilities Pct,Students with Disabilities Cnt,Title1 Pct,Title1 Cnt,Homeless Pct,Homeless Cnt,Foster Care Pct,Foster Care Cnt,Military Connected Pct,Military Connected Cnt,Economically Disadvantaged Pct,Economically Disadvantaged Cnt,Gifted Talented Pct,Gifted Talented Cnt,Total Student Cnt,Create Date
2022,01,Allegany,0301,Flintstone Elementary,Elementary,*,*,51.0,104,*,*,*,*,11.8,24,*,*,*,*,*,*,*,*,37.7,77,*,*,204,20220924
2022,01,Allegany,0401,South Penn Elementary,Elementary,*,*,66.9,333,*,*,*,*,22.3,111,>= 95.0,*,*,*,*,*,*,*,66.1,329,<= 5.0,*,498,20220924
2022,01,Allegany,0402,John Humbird Elementary,Elementary,*,*,78.1,185,*,*,*,*,14.8,35,>= 95.0,*,*,*,*,*,*,*,77.6,184,*,*,237,20220924
2022,01,Allegany,0405,Fort Hill High,High,<= 5.0,*,42.7,275,*,*,*,*,11.8,76,*,*,*,*,*,*,*,*,36.2,233,35.9,231,644,20220924
2022,01,Allegany,0406,Washington Middle,Middle,<= 5.0,*,54.2,322,*,*,*,*,12.3,73,*,*,*,*,*,*,*,*,46.3,275,18.2,108,594,20220924
2022,01,Allegany,0502,Northeast Elementary,Elementary,*,*,51.6,141,*,*,*,*,10.6,29,>= 95.0,*,*,*,*,*,*,*,42.5,116,<= 5.0,*,273,20220924
2022,01,Allegany,0504,Braddock Middle,Middle,*,*,49.9,307,*,*,*,*,11.2,69,*,*,*,*,*,*,*,*,42.3,260,12.0,74,615,20220924
2022,01,Allegany,0601,Center for Career & Technical Education,High,*,*,47.7,113,*,*,*,*,11.0,26,*,*,*,*,*,*,*,*,37.1,88,13.5,32,237,20220924
2022,01,Allegany,0603,West Side Elementary,Elementary,*,*,63.6,189,*,*,*,*,12.5,37,>= 95.0,*,*,*,*,*,*,*,51.2,152,*,*,297,20220924
2022,01,Allegany,0606,Allegany High,High,<= 5.0,*,38.2,277,*,*,*,*,6.1,44,*,*,*,*,*,*,*,*,31.0,225,22.1,160,725,20220924
2022,01,Allegany,0701,Cresaptown Elementary,Elementary,*,*,57.7,164,*,*,*,*,18.7,53,*,*,*,*,*,*,*,*,45.8,130,*,*,284,20220924
2022,01,Allegany,0702,Bel Air Elementary,Elementary,*,*,48.1,100,*,*,*,*,16.8,35,*,*,*,*,*,*,*,*,35.1,73,*,*,208,20220924
2022,01,Allegany,0801,Westernport Elementary,Elementary,*,*,53.5,145,*,*,*,*,20.3,55,>= 95.0,*,*,*,*,*,*,*,53.1,144,*,*,271,20220924
2022,01,Allegany,0802,Westmar Middle,Middle,*,*,55.6,129,*,*,*,*,17.7,41,*,*,*,*,*,*,*,*,49.6,115,14.7,34,232,20220924
2022,01,Allegany,1001,George's Creek Elementary,Elementary,*,*,51.7,134,*,*,*,*,10.4,27,>= 95.0,*,*,*,*,*,*,*,51.0,132,*,*,259,20220924
2022,01,Allegany,1101,Frost Elementary,Elementary,*,*,27.7,56,*,*,*,*,9.9,20,*,*,*,*,*,*,*,*,24.3,49,*,*,202,20220924
2022,01,Allegany,1301,Mount Savage Middle,Middle,*,*,40.3,163,*,*,*,*,7.9,32,*,*,*,*,*,*,*,*,32.7,132,20.3,82,404,20220924
2022,01,Allegany,1302,Mt. Savage Elementary,Elementary,*,*,48.8,98,*,*,*,*,20.4,41,>= 95.0,*,*,*,*,*,*,*,41.3,83,*,*,201,20220924
2022,01,Allegany,2404,Mountain Ridge High School,High,<= 5.0,*,34.5,256,*,*,*,*,9.0,67,*,*,*,*,*,*,*,*,31.5,234,29.6,220,743,20220924
2022,01,Allegany,2801,Beall Elementary,Elementary,*,*,56.4,267,*,*,*,*,19.7,93,*,*,*,*,*,*,*,*,43.3,205,<= 5.0,*,473,20220924
2022,01,Allegany,2901,Cash Valley Elementary,Elementary,*,*,65.4,187,*,*,*,*,31.5,90,>= 95.0,*,*,*,*,*,*,*,54.5,156,*,*,286,20220924
2022,01,Allegany,2902,Parkside Elementary,Elementary,*,*,47.5,97,*,*,*,*,16.7,34,>= 95.0,*,*,*,*,*,*,*,43.1,88,*,*,204,20220924
2022,01,Allegany,A,All Allegany Schools,Elementary,<= 5.0,*,56.5,2200,<= 5.0,*,*,*,17.6,684,64.8,2526,<= 5.0,*,<= 5.0,*,<= 5.0,*,49.2,1918,<= 5.0,*,3897,20220924
2022,01,Allegany,A,All Allegany Schools,Middle,<= 5.0,*,49.9,921,*,*,*,*,11.7,215,*,*,*,*,<= 5.0,*,*,*,42.4,782,16.2,298,1845,20220924
2022,01,Allegany,A,All Allegany Schools,High,<= 5.0,*,39.2,921,*,*,*,*,9.1,213,*,*,*,*,<= 5.0,*,<= 5.0,*,33.2,780,27.4,643,2349,20220924
2022,01,Allegany,A,All Allegany Schools,All,<= 5.0,*,50.0,4042,<= 5.0,*,*,*,13.7,1112,31.2,2526,<= 5.0,*,<= 5.0,*,<= 5.0,*,43.0,3480,12.6,1017,8091,20220924
2022,02,Anne Arundel,1023,Brooklyn Park Middle,Middle,5.2,43,60.9,501,8.4,69,*,*,11.4,94,*,*,<= 5.0,*,*,*,5.5,45,35.0,288,9.6,79,823,20220924
2022,02,Anne Arundel,1033,Glen Burnie High,High,6.3,138,53.4,1167,9.8,215,*,*,10.2,224,*,*,<= 5.0,*,*,*,6.3,137,25.1,549,<= 5.0,*,2187,20220924
2022,02,Anne Arundel,1043,Corkran Middle School,Middle,6.0,39,63.2,411,14.2,92,*,*,10.3,67,*,*,*,*,*,*,<= 5.0,*,29.4,191,<= 5.0,*,650,20220924
2022,02,Anne Arundel,1053,Lindale Middle,Middle,6.7,78,52.5,613,8.1,95,*,*,9.9,116,*,*,<= 5.0,*,*,*,5.4,63,25.8,301,8.1,95,1168,20220924
2022,02,Anne Arundel,1063,Marley Middle,Middle,6.0,58,63.9,615,11.5,111,*,*,12.6,121,*,*,<= 5.0,*,*,*,<= 5.0,*,31.8,306,<= 5.0,*,963,20220924
2022,02,Anne Arundel,1082,Belle Grove Elementary,Elementary,<= 5.0,*,80.4,250,19.9,62,*,*,11.3,35,>= 95.0,*,*,*,*,*,*,*,52.1,162,*,*,311,20220924
2022,02,Anne Arundel,1092,Brooklyn Park Elementary,Elementary,*,*,72.4,341,20.2,95,*,*,13.4,63,>= 95.0,*,*,*,*,*,<= 5.0,*,41.2,194,*,*,471,20220924
2022,02,Anne Arundel,1102,Ferndale Early Education Center,Elementary,*,*,53.6,67,*,*,*,*,37.6,47,*,*,*,*,*,*,*,*,35.2,44,*,*,125,20220924
2022,02,Anne Arundel,1102,Ferndale Early Education Center,All,*,*,53.6,67,*,*,*,*,37.6,47,*,*,*,*,*,*,*,*,35.2,44,*,*,125,20220924
2022,02,Anne Arundel,1112,George T. Cromwell Elementary,Elementary,<= 5.0,*,57.6,189,18.9,62,*,*,18.0,59,18.9,62,*,*,*,*,<= 5.0,*,29.6,97,*,*,328,20220924
2022,02,Anne Arundel,1122,Freetown Elementary,Elementary,<= 5.0,*,63.0,339,12.3,66,*,*,16.9,91,>= 95.0,*,<= 5.0,*,*,*,5.4,29,41.1,221,*,*,538,20220924
2022,02,Anne Arundel,1132,Glendale Elementary,Elementary,5.3,22,62.6,259,20.5,85,*,*,15.7,65,>= 95.0,*,*,*,*,*,*,*,34.1,141,*,*,414,20220924
2022,02,Anne Arundel,1142,Hilltop Elementary,Elementary,<= 5.0,*,74.2,376,21.7,110,*,*,10.8,55,>= 95.0,*,<= 5.0,*,*,*,*,*,43.0,218,*,*,507,20220924
2022,02,Anne Arundel,1152,Linthicum Elementary,Elementary,<= 5.0,*,31.6,142,7.1,32,*,*,14.0,63,*,*,*,*,*,*,5.6,25,15.6,70,6.4,29,450,20220924
2022,02,Anne Arundel,1162,Marley Elementary,Elementary,<= 5.0,*,50.7,382,17.8,134,*,*,7.8,59,30.8,232,<= 5.0,*,*,*,8.9,67,26.8,202,*,*,753,20220924
2022,02,Anne Arundel,1172,North Glen Elementary,Elementary,*,*,63.4,189,22.8,68,*,*,10.7,32,18.5,55,*,*,*,*,<= 5.0,*,38.6,115,*,*,298,20220924
2022,02,Anne Arundel,1182,Oakwood Elementary,Elementary,*,*,55.2,207,11.7,44,*,*,21.6,81,24.5,92,*,*,*,*,5.6,21,34.9,131,*,*,375,20220924
2022,02,Anne Arundel,1192,Overlook Elementary,Elementary,*,*,54.4,179,11.6,38,*,*,13.4,44,15.5,51,<= 5.0,*,*,*,*,*,34.0,112,<= 5.0,*,329,20220924
2022,02,Anne Arundel,1202,Park Elementary,Elementary,<= 5.0,*,78.8,413,23.9,125,*,*,9.9,52,>= 95.0,*,<= 5.0,*,*,*,*,*,48.3,253,*,*,524,20220924
2022,02,Anne Arundel,1212,Point Pleasant Elementary,Elementary,*,*,59.2,279,8.9,42,*,*,16.1,76,16.6,78,*,*,*,*,<= 5.0,*,33.5,158,*,*,471,20220924
2022,02,Anne Arundel,1232,Quarterfield Elementary,Elementary,<= 5.0,*,46.9,211,12.9,58,*,*,15.3,69,*,*,*,*,*,*,6.9,31,24.9,112,<= 5.0,*,450,20220924
2022,02,Anne Arundel,1242,Richard Henry Lee Elementary,Elementary,<= 5.0,*,61.0,297,21.6,105,*,*,11.1,54,25.9,126,*,*,*,*,<= 5.0,*,28.3,138,*,*,487,20220924
2022,02,Anne Arundel,1262,Woodside Elementary,Elementary,*,*,70.5,246,31.5,110,*,*,16.6,58,>= 95.0,*,*,*,*,*,<= 5.0,*,36.1,126,*,*,349,20220924
2022,02,Anne Arundel,1274,Marley Glen School,Elementary,*,*,37.6,41,*,*,*,*,94.5,103,*,*,*,*,*,*,12.8,14,24.8,27,*,*,109,20220924
2022,02,Anne Arundel,1274,Marley Glen School,Middle,*,*,*,*,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,20220924
2022,02,Anne Arundel,1274,Marley Glen School,High,*,*,*,*,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,20220924
2022,02,Anne Arundel,1274,Marley Glen School,All,*,*,40.0,54,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,12.6,17,25.2,34,*,*,135,20220924
2022,02,Anne Arundel,1323,North County High,High,6.8,162,58.1,1386,9.2,219,*,*,9.9,236,*,*,<= 5.0,*,*,*,<= 5.0,*,28.9,691,<= 5.0,*,2387,20220924
2022,02,Anne Arundel,2013,Severna Park High,High,14.1,259,6.5,120,<= 5.0,*,*,*,5.8,107,*,*,*,*,*,*,10.5,192,<= 5.0,*,11.4,210,1837,20220924
2022,02,Anne Arundel,2023,Northeast High,High,9.8,134,36.2,495,<= 5.0,*,*,*,10.1,138,*,*,<= 5.0,*,*,*,6.9,95,18.9,259,<= 5.0,*,1368,20220924
2022,02,Anne Arundel,2033,Northeast Middle,Middle,6.6,56,41.9,358,<= 5.0,*,*,*,12.6,108,*,*,<= 5.0,*,*,*,6.9,59,23.3,199,5.9,50,854,20220924
2022,02,Anne Arundel,2043,Severna Park Middle,Middle,10.3,148,7.9,114,<= 5.0,*,*,*,7.9,113,*,*,*,*,*,*,9.9,142,<= 5.0,*,28.2,405,1437,20220924
2022,02,Anne Arundel,2052,Arnold Elementary,Elementary,<= 5.0,*,12.2,64,<= 5.0,*,*,*,6.1,32,*,*,*,*,*,*,20.8,109,6.3,33,5.9,31,524,20220924
2022,02,Anne Arundel,2062,Belvedere Elementary,Elementary,5.8,31,14.3,76,<= 5.0,*,*,*,14.3,76,*,*,*,*,*,*,10.0,53,9.4,50,5.8,31,532,20220924
2022,02,Anne Arundel,2072,Benfield Elementary,Elementary,5.7,24,<= 5.0,*,*,*,*,*,14.0,59,*,*,*,*,*,*,8.1,34,<= 5.0,*,10.9,46,421,20220924
2022,02,Anne Arundel,2082,Bodkin Elementary,Elementary,<= 5.0,*,11.9,59,*,*,*,*,9.3,46,*,*,*,*,*,*,8.9,44,6.9,34,7.1,35,496,20220924
2022,02,Anne Arundel,2092,Cape St. Claire Elementary,Elementary,<= 5.0,*,7.6,45,<= 5.0,*,*,*,9.8,58,*,*,*,*,*,*,11.0,65,<= 5.0,*,<= 5.0,*,590,20220924
2022,02,Anne Arundel,2102,Folger Mckinsey Elementary,Elementary,<= 5.0,*,<= 5.0,*,*,*,*,*,5.9,36,*,*,*,*,*,*,8.0,49,<= 5.0,*,9.5,58,613,20220924
2022,02,Anne Arundel,2112,Fort Smallwood Elementary,Elementary,7.1,33,14.0,65,*,*,*,*,13.8,64,*,*,*,*,*,*,<= 5.0,*,7.8,36,<= 5.0,*,464,20220924
2022,02,Anne Arundel,2132,High Point Elementary,Elementary,<= 5.0,*,45.7,305,8.1,54,*,*,8.4,56,*,*,*,*,*,*,6.9,46,28.0,187,<= 5.0,*,668,20220924
2022,02,Anne Arundel,2142,Jacobsville Elementary,Elementary,<= 5.0,*,25.0,135,<= 5.0,*,*,*,16.5,89,*,*,*,*,*,*,<= 5.0,*,16.7,90,<= 5.0,*,540,20220924
2022,02,Anne Arundel,2152,Jones Elementary,Elementary,7.2,21,13.4,39,5.1,15,*,*,8.2,24,*,*,*,*,*,*,6.5,19,8.9,26,10.3,30,292,20220924
2022,02,Anne Arundel,2162,Lake Shore Elementary,Elementary,<= 5.0,*,19.7,62,*,*,*,*,11.8,37,*,*,*,*,*,*,5.4,17,12.4,39,5.7,18,314,20220924
2022,02,Anne Arundel,2172,Oak Hill Elementary,Elementary,<= 5.0,*,6.9,43,<= 5.0,*,*,*,7.0,44,*,*,*,*,*,*,10.4,65,5.1,32,7.2,45,627,20220924
2022,02,Anne Arundel,2182,Pasadena Elementary,Elementary,<= 5.0,*,22.8,80,<= 5.0,*,*,*,18.8,66,*,*,*,*,*,*,5.7,20,12.5,44,<= 5.0,*,351,20220924
2022,02,Anne Arundel,2192,Riviera Beach Elementary,Elementary,<= 5.0,*,42.2,116,<= 5.0,*,*,*,11.3,31,*,*,*,*,*,*,*,*,26.2,72,*,*,275,20220924
2022,02,Anne Arundel,2202,Severna Park Elementary,Elementary,7.0,26,5.9,22,*,*,*,*,5.9,22,*,*,*,*,*,*,7.8,29,<= 5.0,*,13.4,50,372,20220924
2022,02,Anne Arundel,2212,Solley Elementary,Elementary,<= 5.0,*,33.0,234,5.6,40,*,*,12.0,85,*,*,*,*,*,*,11.0,78,20.1,143,<= 5.0,*,710,20220924
2022,02,Anne Arundel,2222,Sunset Elementary,Elementary,6.4,26,30.4,123,<= 5.0,*,*,*,7.2,29,*,*,*,*,*,*,5.7,23,19.3,78,<= 5.0,*,405,20220924
2022,02,Anne Arundel,2233,Anne Arundel Evening High,High,15.3,44,<= 5.0,*,14.6,42,*,*,19.8,57,*,*,<= 5.0,*,*,*,*,*,*,*,*,*,288,20220924
2022,02,Anne Arundel,2243,Magothy River Middle,Middle,10.4,73,14.1,99,<= 5.0,*,*,*,7.4,52,*,*,*,*,*,*,9.5,67,6.1,43,18.3,129,703,20220924
2022,02,Anne Arundel,2273,Chesapeake High,High,9.2,131,21.0,300,<= 5.0,*,*,*,13.7,196,*,*,<= 5.0,*,*,*,5.6,80,11.8,169,<= 5.0,*,1427,20220924
2022,02,Anne Arundel,2322,Broadneck Elementary,Elementary,<= 5.0,*,14.8,102,<= 5.0,*,*,*,7.8,54,*,*,*,*,*,*,5.1,35,10.1,70,6.8,47,691,20220924
2022,02,Anne Arundel,2363,Broadneck High,High,13.4,291,14.1,307,<= 5.0,*,*,*,6.7,146,*,*,<= 5.0,*,*,*,12.0,260,6.0,131,7.0,153,2173,20220924
2022,02,Anne Arundel,2372,Windsor Farm Elementary,Elementary,<= 5.0,*,24.0,118,9.3,46,*,*,7.5,37,*,*,*,*,*,*,10.6,52,13.0,64,6.9,34,492,20220924
2022,02,Anne Arundel,2413,Severn River Middle,Middle,8.1,60,17.5,129,<= 5.0,*,*,*,8.5,63,*,*,*,*,*,*,13.8,102,8.1,60,15.6,115,739,20220924
2022,02,Anne Arundel,2423,Chesapeake Bay Middle,Middle,10.0,111,24.3,271,<= 5.0,*,*,*,14.4,161,*,*,*,*,*,*,<= 5.0,*,13.6,152,12.3,137,1115,20220924
2022,02,Anne Arundel,2432,Shipley's Choice Elementary,Elementary,7.0,25,*,*,*,*,*,*,7.8,28,*,*,*,*,*,*,<= 5.0,*,*,*,14.8,53,357,20220924
2022,02,Anne Arundel,3013,Arundel High,High,9.4,163,21.0,365,<= 5.0,*,*,*,8.9,154,*,*,<= 5.0,*,*,*,14.6,254,10.0,174,5.1,88,1739,20220924
2022,02,Anne Arundel,3023,Arundel Middle,Middle,8.8,108,22.0,270,<= 5.0,*,*,*,9.2,113,*,*,*,*,*,*,17.4,214,11.6,142,14.9,183,1227,20220924
2022,02,Anne Arundel,3033,MacArthur Middle,Middle,5.6,49,46.3,407,5.1,45,*,*,12.1,106,*,*,<= 5.0,*,*,*,34.2,301,23.7,208,<= 5.0,*,879,20220924
2022,02,Anne Arundel,3062,Brock Bridge Elementary,Elementary,*,*,62.7,325,38.8,201,*,*,11.0,57,>= 95.0,*,*,*,*,*,<= 5.0,*,27.0,140,*,*,518,20220924
2022,02,Anne Arundel,3063,Crofton High School,High,9.1,119,13.9,181,<= 5.0,*,*,*,5.5,72,*,*,*,*,*,*,10.2,133,<= 5.0,*,9.4,123,1306,20220924
2022,02,Anne Arundel,3072,Crofton Elementary,Elementary,<= 5.0,*,9.2,59,<= 5.0,*,*,*,7.6,49,*,*,*,*,*,*,14.1,91,<= 5.0,*,8.1,52,644,20220924
2022,02,Anne Arundel,3082,Crofton Woods Elementary,Elementary,<= 5.0,*,7.9,60,<= 5.0,*,*,*,6.5,49,*,*,*,*,*,*,13.0,99,<= 5.0,*,8.2,62,759,20220924
2022,02,Anne Arundel,3092,Seven Oaks Elementary,Elementary,<= 5.0,*,43.4,229,6.8,36,*,*,18.6,98,11.2,59,*,*,*,*,16.3,86,27.5,145,*,*,528,20220924
2022,02,Anne Arundel,3102,Hebron - Harman Elementary,Elementary,<= 5.0,*,48.1,352,15.6,114,*,*,8.5,62,18.7,137,<= 5.0,*,*,*,11.2,82,29.5,216,<= 5.0,*,732,20220924
2022,02,Anne Arundel,3112,Jessup Elementary,Elementary,*,*,37.5,219,16.4,96,*,*,18.2,106,*,*,*,*,*,*,15.1,88,16.8,98,<= 5.0,*,584,20220924
2022,02,Anne Arundel,3122,Manor View Elementary,Elementary,<= 5.0,*,22.3,55,*,*,*,*,9.7,24,*,*,*,*,*,*,78.1,193,*,*,*,*,247,20220924
2022,02,Anne Arundel,3132,Maryland City Elementary,Elementary,*,*,76.6,327,40.3,172,*,*,5.2,22,>= 95.0,*,*,*,*,*,*,*,27.4,117,*,*,427,20220924
2022,02,Anne Arundel,3142,Meade Heights Elementary,Elementary,*,*,43.3,154,5.6,20,*,*,9.0,32,>= 95.0,*,<= 5.0,*,*,*,27.0,96,31.2,111,*,*,356,20220924
2022,02,Anne Arundel,3152,Van Bokkelen Elementary,Elementary,*,*,80.0,320,20.0,80,*,*,9.5,38,>= 95.0,*,*,*,*,*,<= 5.0,*,55.0,220,*,*,400,20220924
2022,02,Anne Arundel,3162,Millersville Elementary,Elementary,<= 5.0,*,13.7,50,*,*,*,*,12.1,44,*,*,*,*,*,*,8.2,30,8.2,30,5.5,20,365,20220924
2022,02,Anne Arundel,3172,Odenton Elementary,Elementary,5.3,30,40.4,230,12.5,71,*,*,12.7,72,*,*,*,*,*,*,15.6,89,23.2,132,<= 5.0,*,569,20220924
2022,02,Anne Arundel,3182,Pershing Hill Elementary,Elementary,5.1,24,20.3,96,*,*,*,*,15.2,72,*,*,*,*,*,*,92.2,437,*,*,<= 5.0,*,474,20220924
2022,02,Anne Arundel,3192,Ridgeway Elementary,Elementary,<= 5.0,*,23.7,137,9.7,56,*,*,9.7,56,*,*,*,*,*,*,13.1,76,13.6,79,<= 5.0,*,579,20220924
2022,02,Anne Arundel,3202,Severn Elementary,Elementary,*,*,37.2,202,7.2,39,*,*,8.8,48,*,*,*,*,*,*,10.1,55,23.2,126,<= 5.0,*,543,20220924
2022,02,Anne Arundel,3212,South Shore Elementary,Elementary,*,*,26.6,80,15.9,48,*,*,8.3,25,*,*,*,*,*,*,8.0,24,10.0,30,9.6,29,301,20220924
2022,02,Anne Arundel,3222,Waugh Chapel Elementary,Elementary,<= 5.0,*,21.4,129,7.5,45,*,*,10.6,64,*,*,*,*,*,*,20.0,121,12.6,76,7.0,42,604,20220924
2022,02,Anne Arundel,3232,West Meade Early Education Center,Elementary,*,*,10.5,25,*,*,*,*,10.1,24,*,*,*,*,*,*,88.2,209,*,*,*,*,237,20220924
2022,02,Anne Arundel,3232,West Meade Early Education Center,All,*,*,10.5,25,*,*,*,*,10.1,24,*,*,*,*,*,*,88.2,209,*,*,*,*,237,20220924
2022,02,Anne Arundel,3242,Piney Orchard Elementary,Elementary,<= 5.0,*,13.8,132,<= 5.0,*,*,*,7.6,73,*,*,*,*,*,*,19.1,183,7.7,74,5.4,52,959,20220924
2022,02,Anne Arundel,3263,Crofton Middle,Middle,8.1,106,15.3,201,<= 5.0,*,*,*,7.2,94,*,*,*,*,*,*,11.7,153,7.3,96,21.7,285,1312,20220924
2022,02,Anne Arundel,3272,Four Seasons Elementary,Elementary,6.9,46,13.1,87,<= 5.0,*,*,*,11.1,74,*,*,*,*,*,*,19.9,132,7.2,48,5.7,38,664,20220924
2022,02,Anne Arundel,3282,Nantucket Elementary,Elementary,<= 5.0,*,18.6,125,9.2,62,*,*,6.7,45,*,*,*,*,*,*,10.1,68,9.8,66,5.1,34,671,20220924
2022,02,Anne Arundel,3323,Meade High,High,6.0,129,52.6,1130,12.3,265,*,*,11.0,236,*,*,<= 5.0,*,*,*,14.2,306,21.9,470,<= 5.0,*,2149,20220924
2022,02,Anne Arundel,3333,Old Mill Middle North,Middle,6.6,65,52.4,519,6.3,62,*,*,11.9,118,*,*,*,*,*,*,7.3,72,28.3,280,7.7,76,990,20220924
2022,02,Anne Arundel,3343,Old Mill Middle South,Middle,<= 5.0,*,36.7,349,6.7,64,*,*,10.3,98,*,*,*,*,*,*,8.8,84,17.9,170,14.0,133,952,20220924
2022,02,Anne Arundel,3353,Old Mill High,High,7.1,169,43.2,1027,7.2,172,*,*,11.1,265,*,*,<= 5.0,*,*,*,6.8,161,20.5,488,<= 5.0,*,2380,20220924
2022,02,Anne Arundel,3362,Crofton Meadows Elementary,Elementary,<= 5.0,*,19.6,107,<= 5.0,*,*,*,8.4,46,*,*,*,*,*,*,12.6,69,12.6,69,5.3,29,546,20220924
2022,02,Anne Arundel,3372,Glen Burnie Park Elementary,Elementary,<= 5.0,*,65.5,308,21.5,101,*,*,10.9,51,>= 95.0,*,*,*,*,*,<= 5.0,*,36.8,173,*,*,470,20220924
2022,02,Anne Arundel,3382,Southgate Elementary,Elementary,<= 5.0,*,51.2,364,11.4,81,*,*,10.1,72,>= 95.0,*,*,*,*,*,5.8,41,36.4,259,<= 5.0,*,711,20220924
2022,02,Anne Arundel,3392,Rippling Woods Elementary,Elementary,<= 5.0,*,59.5,307,11.4,59,*,*,11.2,58,>= 95.0,*,*,*,*,*,<= 5.0,*,39.9,206,*,*,516,20220924
2022,02,Anne Arundel,3414,Ruth Parker Eason School,Elementary,*,*,44.0,51,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,8.6,10,23.3,27,*,*,116,20220924
2022,02,Anne Arundel,3414,Ruth Parker Eason School,Middle,*,*,47.8,11,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,*,*,*,*,*,*,23,20220924
2022,02,Anne Arundel,3414,Ruth Parker Eason School,High,*,*,43.5,10,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,*,*,*,*,*,*,23,20220924
2022,02,Anne Arundel,3414,Ruth Parker Eason School,All,*,*,44.4,72,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,10.5,17,22.2,36,*,*,162,20220924
2022,02,Anne Arundel,3423,Meade Middle,Middle,<= 5.0,*,69.7,591,21.5,182,*,*,11.6,98,*,*,<= 5.0,*,*,*,<= 5.0,*,29.6,251,<= 5.0,*,848,20220924
2022,02,Anne Arundel,4013,Annapolis High,High,8.0,170,55.3,1178,19.9,425,*,*,9.0,192,*,*,<= 5.0,*,*,*,5.9,126,21.4,456,<= 5.0,*,2132,20220924
2022,02,Anne Arundel,4023,Southern High,High,11.2,117,32.1,335,6.0,62,*,*,11.0,115,*,*,<= 5.0,*,*,*,<= 5.0,*,14.0,146,<= 5.0,*,1042,20220924
2022,02,Anne Arundel,4033,Annapolis Middle,Middle,<= 5.0,*,75.5,715,28.6,271,*,*,12.5,118,*,*,*,*,*,*,<= 5.0,*,32.8,311,6.1,58,947,20220924
2022,02,Anne Arundel,4043,Wiley H. Bates Middle,Middle,9.9,69,48.1,336,15.3,107,*,*,12.2,85,*,*,<= 5.0,*,*,*,7.3,51,23.2,162,14.2,99,699,20220924
2022,02,Anne Arundel,4053,Southern Middle,Middle,7.6,59,38.6,298,7.0,54,*,*,10.0,77,*,*,<= 5.0,*,*,*,<= 5.0,*,19.0,147,8.2,63,773,20220924
2022,02,Anne Arundel,4054,AACPS Virtual Academy,Elementary,6.1,10,52.8,86,*,*,*,*,11.7,19,*,*,*,*,*,*,*,*,13.5,22,*,*,163,20220924
2022,02,Anne Arundel,4054,AACPS Virtual Academy,Middle,12.5,25,53.5,107,<= 5.0,*,*,*,20.5,41,*,*,*,*,*,*,11.0,22,14.5,29,*,*,200,20220924
2022,02,Anne Arundel,4054,AACPS Virtual Academy,High,14.6,25,55.6,95,*,*,*,*,11.7,20,*,*,*,*,*,*,9.4,16,21.6,37,*,*,171,20220924
2022,02,Anne Arundel,4054,AACPS Virtual Academy,All,11.2,60,53.9,288,<= 5.0,*,*,*,15.0,80,*,*,*,*,*,*,8.2,44,16.5,88,<= 5.0,*,534,20220924
2022,02,Anne Arundel,4064,Mary Moss at Adams Academy,Middle,*,*,77.3,34,*,*,*,*,36.4,16,*,*,*,*,*,*,*,*,52.3,23,*,*,44,20220924
2022,02,Anne Arundel,4074,Phoenix Academy,Elementary,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,20220924
2022,02,Anne Arundel,4074,Phoenix Academy,Middle,*,*,85.2,23,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,*,*,74.1,20,*,*,27,20220924
2022,02,Anne Arundel,4074,Phoenix Academy,High,*,*,81.4,79,*,*,*,*,69.1,67,*,*,*,*,*,*,*,*,60.8,59,*,*,97,20220924
2022,02,Anne Arundel,4074,Phoenix Academy,All,*,*,83.5,111,*,*,*,*,77.4,103,*,*,*,*,*,*,*,*,63.2,84,*,*,133,20220924
2022,02,Anne Arundel,4092,Annapolis Elementary,Elementary,*,*,75.9,148,15.4,30,*,*,10.8,21,>= 95.0,*,*,*,*,*,7.7,15,57.4,112,*,*,195,20220924
2022,02,Anne Arundel,4102,Carrie Weedon Early Education Center,Elementary,*,*,45.3,29,*,*,*,*,18.8,12,*,*,*,*,*,*,*,*,26.6,17,*,*,64,20220924
2022,02,Anne Arundel,4102,Carrie Weedon Early Education Center,All,*,*,45.3,29,*,*,*,*,18.8,12,*,*,*,*,*,*,*,*,26.6,17,*,*,64,20220924
2022,02,Anne Arundel,4112,Central Elementary,Elementary,<= 5.0,*,12.0,67,<= 5.0,*,*,*,12.3,69,*,*,*,*,*,*,5.2,29,6.6,37,<= 5.0,*,559,20220924
2022,02,Anne Arundel,4122,Davidsonville Elementary,Elementary,7.6,47,8.0,49,<= 5.0,*,*,*,6.2,38,*,*,*,*,*,*,11.2,69,5.2,32,8.3,51,615,20220924
