"school","total","amind","asian","black","hisp","white","mult","ecdis","ell","swd","ls_dist","ls_cty","district","dist_total","dist_amind","dist_asian","dist_black","dist_hisp","dist_white","dist_mult","dist_ecdis","dist_ell","dist_swd","county","cty_total","cty_amind","cty_asian","cty_black","cty_hisp","cty_white","cty_mult","cty_ecdis","cty_ell","cty_swd"
"Detroit Prep",259,0.00386100386100386,0.027027027027027,0.586872586872587,0.0347490347490347,0.285714285714286,0.0617760617760618,0.61003861003861,0,0.0810810810810811,0.640942980554355,0.102522141036484,"Detroit Public Schools Community District",49001,0.00153058100855085,0.0155711107936573,0.816554764188486,0.138527785147242,0.0248770433256464,0.00293871553641762,0.828962674231138,0.114283381971796,0.145731719760821,"Wayne",262830,0.00220674961001408,0.0420918464406651,0.413206254993722,0.0887798196552905,0.428078986417076,0.0256363428832325,0.645131834265495,0.130628162690713,0.123593197123616
