"school","total","amind","asian","black","hisp","white","mult","frl","ell","swd","ls_dist","ls_cty","district","dist_total","dist_amind","dist_asian","dist_black","dist_hisp","dist_white","dist_mult","dist_frl","dist_ell","dist_swd","county","cty_total","cty_amind","cty_asian","cty_black","cty_hisp","cty_white","cty_mult","cty_frl","cty_ell","cty_swd"
"ALTURA PREPARATORY SCHOOL",196,0.0306122448979592,0.248979591836735,0.0459183673469388,0.372448979591837,0.352040816326531,0.05,1,0.0510204081632653,0.0969387755102041,0.200624281523971,0.206564753701903,"ALBUQUERQUE",82517,0.0674758049856393,0.0914411575796503,0.0407213531757092,0.664723610892301,0.210366978925555,0.05,0.693905498260964,0.192470642413079,0.205206199934559,"BERNALILLO",91773,0.0782763318187266,0.0916854630446863,0.0412583820949517,0.660020895034487,0.20618810761335,0.05,0.697355431336014,0.194974014143593,0.200407521820143
