"school","total","amind","asian","black","hisp","white","mult","ecdis","ell","swd","ls_dist","ls_cty","district","dist_total","dist_amind","dist_asian","dist_black","dist_hisp","dist_white","dist_mult","dist_ecdis","dist_ell","dist_swd","county","cty_total","cty_amind","cty_asian","cty_black","cty_hisp","cty_white","cty_mult","cty_ecdis","cty_ell","cty_swd"
"Baltimore Montessori Public Charter School",479,0.00208768267223382,0.0104384133611691,0.674321503131524,0.0334029227557411,0.248434237995825,0.0396659707724426,0.53,0,0.158,0.169725992971695,0.184980933786511,"Baltimore City",77856,0.00208076448828607,0.00971023427866831,0.757038635429511,0.14248099054665,0.0753699136868064,0.0133194615700781,0.646,0.098,0.146,"Baltimore County",111084,0.00420402578229088,0.0738810269705808,0.401182888624824,0.124473371502647,0.345441287674193,0.0508173994454647,0.347,0.078,0.128
"City Neighbors Charter School",233,0,0.00858369098712446,0.63519313304721,0.141630901287554,0.321888412017167,0.0128755364806867,0.437,0,0.177,0.152016670274006,0.115608568913757,"Baltimore City",77856,0.00208076448828607,0.00971023427866831,0.757038635429511,0.14248099054665,0.0753699136868064,0.0133194615700781,0.646,0.098,0.146,"Baltimore County",111084,0.00420402578229088,0.0738810269705808,0.401182888624824,0.124473371502647,0.345441287674193,0.0508173994454647,0.347,0.078,0.128
"City Neighbors Hamilton",234,0,0.00854700854700855,0.542735042735043,0.047008547008547,0.329059829059829,0.0598290598290598,0.339,0,0.262,0.291099029939395,0.111550356615092,"Baltimore City",77856,0.00208076448828607,0.00971023427866831,0.757038635429511,0.14248099054665,0.0753699136868064,0.0133194615700781,0.646,0.098,0.146,"Baltimore County",111084,0.00420402578229088,0.0738810269705808,0.401182888624824,0.124473371502647,0.345441287674193,0.0508173994454647,0.347,0.078,0.128
"City Neighbors High",424,0.00235849056603774,0.00943396226415094,0.860849056603774,0.0542452830188679,0.0707547169811321,0.0141509433962264,0.6,0,0.325,0.0629602416461225,0.445353481682961,"Baltimore City",77856,0.00208076448828607,0.00971023427866831,0.757038635429511,0.14248099054665,0.0753699136868064,0.0133194615700781,0.646,0.098,0.146,"Baltimore County",111084,0.00420402578229088,0.0738810269705808,0.401182888624824,0.124473371502647,0.345441287674193,0.0508173994454647,0.347,0.078,0.128
