"school","district","amind","asian","black","hispanic","white","multiple","ell","swd","ecdis","total","ls_dist","dist_total","dist_amind","dist_asian","dist_black","dist_hispanic","dist_white","dist_multiple","dist_ecdis","dist_ell","dist_swd","county","ls_cty","cty_total","cty_amind","cty_asian","cty_black","cty_hisp","cty_white","cty_mult","cty_ecdis","cty_ell","cty_swd"
"Benjamin Banneker Charter Public School","Cambridge",0.003,0.023,0.779,0.119,0.026,0.049,0.0436046511627907,0.130813953488372,0.561046511627907,344,0.727661532168338,7025,0.00214633451957295,0.119094519572954,0.255163131672598,0.137413950177936,0.390421779359431,0.0954942348754448,0.326548042704626,0.0579359430604982,0.21067615658363,"Middlesex",1.80555790536523,217076,0.00149927214431812,0.141753201643664,0.0630252031546555,0.160579179642153,0.584451620630563,0.0486837881663565,0.261392323425897,0.100374983876615,0.16523705983158
"Boston Collegiate Charter School","Boston",0.001,0.019,0.347,0.174,0.426,0.032,0.0441988950276243,0.158839779005525,0.386740331491713,724,0.317118907792717,51284,0.00278394820996802,0.087849699711411,0.288804714920833,0.431129026596989,0.155599953201778,0.033811617658529,0.61108727868341,0.278741907807503,0.206068169409562,"Suffolk",0.292886230334133,71203,0.00262599890454054,0.0690428352737946,0.247230369506903,0.473395292333188,0.178414687583388,0.0292716318132663,0.611968596828785,0.269272362119574,0.19347499403115
