"school","total","amind","asian","black","hisp","white","mult","frpl","swd","ls_dist","ls_cty","district","dist_total","dist_amind","dist_asian","dist_black","dist_hisp","dist_white","dist_mult","dist_frpl","dist_swd","county","cty_total","cty_amind","cty_asian","cty_black","cty_hisp","cty_white","cty_mult","cty_frpl","cty_swd"
"TULSA SCHL ARTS SCIENCES HS",296,0.0675675675675676,0.00337837837837838,0.158783783783784,0.148648648648649,0.483108108108108,0.138513513513514,0.29981,0.200764818355641,0.230484857791942,0.0768271488765143,"TULSA",33734,0.0482599158119405,0.0258196478330468,0.225707001837908,0.369182427224758,0.225588427106184,0.105442580186162,0.407258,0.151538507144128,"TULSA",117940,0.0694166525351874,0.0509241987451246,0.120442597931151,0.245277259623537,0.395031371884009,0.11890791928099,0.236922362023063,0.136722062065457
"TULSA SCHL ARTS SCIENCES MS",227,0.052863436123348,0,0.118942731277533,0.233480176211454,0.466960352422908,0.127753303964758,NA,0.200764818355641,0.185892014063415,0.0598792598460874,"TULSA",33734,0.0482599158119405,0.0258196478330468,0.225707001837908,0.369182427224758,0.225588427106184,0.105442580186162,0.407258,0.151538507144128,"TULSA",117940,0.0694166525351874,0.0509241987451246,0.120442597931151,0.245277259623537,0.395031371884009,0.11890791928099,0.236922362023063,0.136722062065457
