"school","total","amind","asian","black","hisp","white","mult","frpl","ell","swd","ls_dist","ls_cty","district","dist_total","dist_amind","dist_asian","dist_black","dist_hisp","dist_white","dist_mult","dist_frpl","dist_ell","dist_swd","county","cty_total","cty_amind","cty_asian","cty_black","cty_hisp","cty_white","cty_mult","cty_frpl","cty_ell","cty_swd"
"Hoboken Charter School",298,0.00671140939597315,0.063758389261745,0.087248322147651,0.281879194630872,0.5,0.0604026845637584,0.265,0,0.13758389261745,0.0359895539070264,0.368492024738267,"Hoboken Public School District",2528,0.00395569620253165,0.0581487341772152,0.101661392405063,0.353639240506329,0.461629746835443,0.0209651898734177,0.374808939873418,0.0141566455696203,0.123372395833333,"Hudson",78923,0.00125438718751188,0.102416279158167,0.108916285493456,0.600268616246215,0.173992372312254,0.0131520596023973,0.577591791999797,0.129087388974063,0.136468838815671
