"school","total","amind","asian","black","hisp","white","mult","ecdis","ell","swd","ls_dist","ls_cty","district","dist_total","dist_amind","dist_asian","dist_black","dist_hisp","dist_white","dist_mult","dist_ecdis","dist_ell","dist_swd","county","cty_total","cty_amind","cty_asian","cty_black","cty_hisp","cty_white","cty_mult","cty_ecdis","cty_ell","cty_swd"
"Herron High School",951,0.002,0.015,0.262,0.111,0.532,0.078,0.401,0.021,0.135,0.263669823230466,0.134491035710921,"Indianapolis Public Schools",24318,0.00118850234394276,0.00811156345094169,0.400371905584341,0.30715576938893,0.228309441565918,0.0548628176659265,0.644222715683856,0.206850193272473,0.17403935356526,"Marion County",130250,0.00116623416506718,0.0587351785028791,0.3459673243762,0.221170165067179,0.311708476007678,0.0612526218809981,0.619817335892514,0.173529236084453,0.150098188099808
"Riverside High School",437,0,0.016,0.586,0.169,0.181,0.048,0.661,0.076,0.192,0.0846776841109585,0.132444641249554,"Indianapolis Public Schools",24318,0.00118850234394276,0.00811156345094169,0.400371905584341,0.30715576938893,0.228309441565918,0.0548628176659265,0.644222715683856,0.206850193272473,0.17403935356526,"Marion County",130250,0.00116623416506718,0.0587351785028791,0.3459673243762,0.221170165067179,0.311708476007678,0.0612526218809981,0.619817335892514,0.173529236084453,0.150098188099808
