"school","total","amind","asian","black","hisp","white","mult","ecdis","el","swd","ls_dist","ls_cty","district","dist_total","dist_amind","dist_asian","dist_black","dist_hisp","dist_white","dist_mult","dist_ecdis","dist_el","dist_swd","county","cty_total","cty_amind","cty_asian","cty_black","cty_hisp","cty_white","cty_mult","cty_ecdis","cty_el","cty_swd"
"Milestone Democratic School",21,0,0,0.476190476190476,0.0952380952380952,0.19047619047619,0.238095238095238,0.523809523809524,0,0.285714285714286,0.456031573862187,0.789076144530677,"Madison Metropolitan",26172,0.00248357022772429,0.0348846095063427,0.180765703805594,0.229672932905395,0.410132966529115,0.092656273880483,0.506036986092007,0.000420296500076418,0.148555708390646,"Dane",79308,0.00264790437282494,0.0242976748877793,0.0953245574216977,0.136304029858274,0.632218691683058,0.0716699450244616,0.33256418015837,0.0301861098502043,0.122724063146215
