"school","total","amind","asian","black","hisp","white","mult","econdis","el","swd","ls_dist","ls_cty","district","dist_total","dist_amind","dist_asian","dist_black","dist_hisp","dist_white","dist_mult","dist_ecdis","dist_el","dist_swd","county","cty_total","cty_amind","cty_asian","cty_black","cty_hisp","cty_white","cty_mult","cty_econdis","cty_el","cty_swd"
"Beehive Science & Technology Academy",312,0,0.208333333333333,0.0128205128205128,0.153846153846154,0.599358974358974,0.0256410256410256,0.275641025641026,0.0128205128205128,0.150641025641026,0.203846232356519,0.148912054273385,"Canyons District",33802,0.00331341340749068,0.0389030234897343,0.0157682977338619,0.169812437133897,0.719306549908289,0.0528962783267262,0.267913141234246,0.0786639843796225,0.106827998343293,"Salt Lake",207134,0.00756032326899495,0.0646296600268425,0.0265335483310321,0.258257939304991,0.607756331650043,0.0352621974180965,0.360428514874429,0.140102542315602,0.117146388328329
