"school","district","total","amind","asian","black","hisp","white","mult","ecdis","lep","swd","d_total","d_amind","d_asian","d_black","d_hisp","d_white","d_mult","d_ecdis","d_lep","d_swd","ls","cty_total","cty_amind","cty_asian","cty_black","cty_hisp","cty_white","cty_mult","cty_ecdis","cty_lep","cty_swd","ls_cty"
"Nashville Classical","Metro Nashville Public Schools",536,0.03,3e-04,0.63,0.1,0.26,0.12,0.29,0.05,0.13,77383,0.03,0.0276328560536552,0.392557926159492,0.311520230541592,0.252096196839099,0.340152746727317,0.352972358269904,0.271639636612693,0.12225152811341,0.229116067590757,265129,0.03,0.0311665781562937,0.211021917632549,0.179972881125792,0.556493367379653,0.220930339570549,0.215013333132173,0.134117052453711,0.117237533427124,0.388749073713772
"Valor Flagship Academy","Metro Nashville Public Schools",1360,0.03,0.06,0.18,0.23,0.53,0.24,0.2,0.17,0.1,77383,0.03,0.0276328560536552,0.392557926159492,0.311520230541592,0.252096196839099,0.340152746727317,0.352972358269904,0.271639636612693,0.12225152811341,0.179467292276812,265129,0.03,0.0311665781562937,0.211021917632549,0.179972881125792,0.556493367379653,0.220930339570549,0.215013333132173,0.134117052453711,0.117237533427124,0.0158109938243808
"Valor Voyager Academy","Metro Nashville Public Schools",501,0.03,0.05,0.16,0.31,0.48,0.33,0.18,0.28,0.12,77383,0.03,0.0276328560536552,0.392557926159492,0.311520230541592,0.252096196839099,0.340152746727317,0.352972358269904,0.271639636612693,0.12225152811341,0.130760203779462,265129,0.03,0.0311665781562937,0.211021917632549,0.179972881125792,0.556493367379653,0.220930339570549,0.215013333132173,0.134117052453711,0.117237533427124,0.0531627716879301
