"districtname","buildingname","entitytype","total","amind","mean_amind","comp_amind","asian","mean_asian","comp_asian","black","mean_black","comp_black","hispanic","mean_hispanic","comp_hispanic","white","mean_white","comp_white","multiple","mean_multiple","comp_multiple","econ_dis","mean_econdis","comp_econdis","ell","mean_ell","comp_ell","spec_ed","mean_spec","comp_spec"
"Detroit Achievement Academy","Detroit Prep","PSA School",213,0,0.00128470743693681,-0.474911795383042,0.028169014084507,0.0103210443906304,0.364603441895411,0.60093896713615,0.855787702848328,-0.88862089612377,0.028169014084507,0.100505379119746,-0.282941920794179,0.272300469483568,0.0307904646949475,2.83678339039088,0.0704225352112676,0.0013107015094115,14.2669618614633,0.624413145539906,0.813522111269882,-1.53055069308535,0.0469483568075117,0.230290764346336,-0.183489666447582,0.07981220657277,0.296845719706104,-0.217854247922119
