"school","total","amind","asian","black","hisp","white","mult","econdis","el","swd","ls_dist","ls_cty","district","dist_total","dist_amind","dist_asian","dist_black","dist_hisp","dist_white","dist_mult","dist_ecdis","dist_el","dist_swd","county","cty_total","cty_amind","cty_asian","cty_black","cty_hisp","cty_white","cty_mult","cty_econdis","cty_el","cty_swd"
"Beehive Science & Technology Academy",365,0,0.2,0.0328767123287671,0.136986301369863,0.586301369863014,0.0438356164383562,0.189041095890411,0.0602739726027397,0.0931506849315069,0.181835627882842,0.160288704972224,"Canyons District",33589,0.00407871624639019,0.0421566584298431,0.0160171484712257,0.183720860996159,0.69769865134419,0.0563279645121915,0.293072136711423,0.094852481467147,0.116883503527941,"Salt Lake",204019,0.00623961493782442,0.0633029276685015,0.0249780657683843,0.285208730559409,0.580009704978458,0.0402609560874232,0.350354623834055,0.158406815051539,0.125081487508516
"Beehive Science & Technology Academy Elementary",270,0,0.155555555555556,0.0333333333333333,0.137037037037037,0.6,0.0740740740740741,0.225925925925926,0.0888888888888889,0.0851851851851852,0.117122649001405,0.12018002946708,"Canyons District",33589,0.00407871624639019,0.0421566584298431,0.0160171484712257,0.183720860996159,0.69769865134419,0.0563279645121915,0.293072136711423,0.094852481467147,0.116883503527941,"Salt Lake",204019,0.00623961493782442,0.0633029276685015,0.0249780657683843,0.285208730559409,0.580009704978458,0.0402609560874232,0.350354623834055,0.158406815051539,0.125081487508516
