"school","total","amind","asian","black","hisp","white","mult","frpl","el","swd","ls_dist","ls_cty","district","dist_total","dist_amind","dist_asian","dist_black","dist_hisp","dist_white","dist_mult","dist_frpl","dist_el","dist_swd","county","cty_total","cty_amind","cty_asian","cty_black","cty_hisp","cty_white","cty_mult","cty_frpl","cty_el","cty_swd"
"Great Lakes Academy Charter ES",524,0.0190839694656489,0.0381679389312977,0.900763358778626,0.0935114503816794,0.0190839694656489,0.0190839694656489,0.870229007633588,0.0629770992366412,0.108778625954198,0.548695962846313,0.769863227610691,"City of Chicago SD 299",323642,0.0231243163742654,0.0842968465155944,0.360549619641456,0.468715432484041,0.123349256276997,0.0342353588224025,0.756867155684367,0.235738871963466,0.155678187627069,"Cook",682524,0.0210835076861766,0.0956508489078772,0.268812525273837,0.394639602416911,0.254760272166254,0.0394887212757354,0.593624546536093,0.213299459066641,0.149246033839103
