"school","total","amind","asian","black","hispanic","white","multiple","lowincome","ell","swd","ls_dist","ls_cty","district","dist_total","dist_amind","dist_asian","dist_black","dist_hispanic","dist_white","dist_multiple","dist_ecdis","dist_ell","dist_swd","county","cty_total","cty_amind","cty_asian","cty_black","cty_hisp","cty_white","cty_mult","cty_ecdis","cty_ell","cty_swd"
"Boston Collegiate Charter School",698.412698412698,0,0.035,0.291,0.196,0.433,0.044,0.441,0.054,0.196,0.29251834640739,0.260361441469537,"Boston",47095.5712422324,0.00263044315718197,0.0868041062253784,0.286571001092759,0.434140847124117,0.154312176563997,0.0355922369804881,0.692527962602838,0.314470266863514,0.208722381302324,"Suffolk",63665.5586182902,0.00282872735105545,0.0691103370472525,0.250417484874846,0.473785926102698,0.173609991756408,0.0302803866029822,0.696860295627003,0.315741700866673,0.199296154784121
