"school","total","amind","asian","black","hisp","white","mult","ecdis","el","swd","ls_dist","ls_cty","district","dist_total","dist_amind","dist_asian","dist_black","dist_hisp","dist_white","dist_mult","dist_ecdis","dist_el","dist_swd","county","cty_total","cty_amind","cty_asian","cty_black","cty_hisp","cty_white","cty_mult","cty_ecdis","cty_el","cty_swd"
"Milestone Democratic School",42,0,0.0714285714285714,0.0714285714285714,0.119047619047619,0.452380952380952,0.285714285714286,0,0,0,0.210246817914541,0.206214012514406,"Madison Metropolitan",25279,0.00280865540567269,0.0767831005973338,0.181375845563511,0.240594960243681,0.40290359587009,0.095533842319712,0.451323232722813,0.202302306262115,0.138850429210016,"Dane",78462,0.00288037521347914,0.0598633733527058,0.0978307970737427,0.146758940633683,0.617419897530015,0.0752466161963753,0.299622747317173,0.100736662333359,0.117662052968316
