"school","total","amind","asian","black","hisp","white","mult","frpm","lep","swd","ls_dist","ls_ga","district","dist_total","dist_amind","dist_asian","dist_black","dist_hisp","dist_white","dist_mult","dist_frpm","dist_lep","dist_swd","ga_total","ga_amind","ga_asian","ga_black","ga_hisp","ga_white","ga_mult","ga_frpm","ga_lep","ga_swd"
"Atlanta Neighborhood Charter - Elementary",372,0,0,0.18010752688172,0,0.71505376344086,0.104838709677419,0.0838,0.02,0.076,0.950049375325244,0.420587104458444,"Atlanta Public Schools",46957,0,0,0.744915561045212,0.0666141363375003,0.166088123176523,0.022382179440765,0.7123,0.04,0.111,1744966,0.00213413900328144,0.0484473622981766,0.363511380737504,0.182819607946516,0.356736463633102,0.0463510463814195,0.5931,0.1,0.127
"Atlanta Neighborhood Charter - Middle",200,0,0,0.24,0,0.76,0,0.0736,0.01,0.134,0.883976274230534,0.405146380900871,"Atlanta Public Schools",46957,0,0,0.744915561045212,0.0666141363375003,0.166088123176523,0.022382179440765,0.7123,0.04,0.111,1744966,0.00213413900328144,0.0484473622981766,0.363511380737504,0.182819607946516,0.356736463633102,0.0463510463814195,0.5931,0.1,0.127
"Museum School Avondale Estates",558,0,0,0.326164874551971,0.0770609318996416,0.526881720430108,0.0698924731182796,0.2539,0.03,0.108,0.615270969106086,0.0868778075059992,"DeKalb County",82010,0,0,0.641251066943056,0.230496280941349,0.116815022558225,0.0114376295573711,0.7752,0.19,0.105,1744966,0.00213413900328144,0.0484473622981766,0.363511380737504,0.182819607946516,0.356736463633102,0.0463510463814195,0.5931,0.1,0.127
"Susie King Taylor Community School",257,0,0,0.867704280155642,0,0.132295719844358,0,NA,0,0.101,0.256545493324292,0.553799021464541,"Savannah-Chatham County",33556,0,0,0.602038383597568,0.14471331505543,0.209202527118846,0.0440457742281559,0.6903,0.07,0.126,1744966,0.00213413900328144,0.0484473622981766,0.363511380737504,0.182819607946516,0.356736463633102,0.0463510463814195,0.5931,0.1,0.127
