"sitename","n_math","math_amb","mean_math","comp_math","n_ela","ela_amb","mean_ela","comp_ela"
"International High School of New Orleans",230,0.504782608695652,0.634413568590758,-0.709076125475,240,0.515,0.694606568658679,-1.05896265515501
