"campus","school","n_math","math_me","m_math","comp_math","n_ela","ela_me","m_ela","comp_ela"
108807035,"IDEA Montopolis College Prep",234,0.547008547008547,0.492717570059225,0.335856373230249,356,0.547752808988764,0.473167822977848,0.401710454826884
108807036,"IDEA Rundberg College Prep",231,0.627705627705628,0.492717570059225,0.835066930418951,354,0.477401129943503,0.473167822977848,0.0228003484018369
108807037,"IDEA Bluff Springs College Prep",212,0.391509433962264,0.492717570059225,-0.626096626749738,335,0.46865671641791,0.473167822977848,-0.0242965610759761
108807038,"IDEA Pflugerville College Prep",98,0.622448979591837,0.492717570059225,0.802548105559832,98,0.448979591836735,0.473167822977848,-0.130276424959473
108807135,"IDEA Montopolis Academy",346,0.479768786127168,0.492717570059225,-0.0801041324642633,345,0.460869565217391,0.473167822977848,-0.0662377106004721
108807136,"IDEA Rundberg Academy",333,0.492492492492492,0.492717570059225,-0.00139238119307934,333,0.417417417417417,0.473167822977848,-0.300268485284506
108807137,"IDEA Bluff Springs Academy",216,0.375,0.492717570059225,-0.728227752881915,216,0.421296296296296,0.473167822977848,-0.279377066220289
227826101,"Montessori for All",161,0.459627329192547,0.492717570059225,-0.204703781572613,161,0.447204968944099,0.473167822977848,-0.13983444202798
