"school","total","amind","asian","black","hisp","white","mult","frpl","ell","swd","ls_dist","district","dist_total","dist_amind","dist_asian","dist_black","dist_hisp","dist_white","dist_mult","dist_frpl","dist_ell","dist_swd"
"Central Park School For Children",594,0.00168350168350168,0.0202020202020202,0.284511784511784,0.166666666666667,0.451178451178451,0.0757575757575758,0.3247,0.0420875420875421,0.166666666666667,0.189647934396637,"Durham County Schools",31124,0.00134944094589384,0.0215589255879707,0.385233260506362,0.343368461637322,0.193869682560082,0.0546202287623699,0.4666,0.194737180311014,0.137900012851819
"Charlotte Lab School",991,0.00302724520686176,0.0141271442986882,0.404641775983855,0.141271442986882,0.349142280524723,0.0877901109989909,0.3695,0.0282542885973764,0.0918264379414733,0.137381684515054,"Charlotte-Mecklenburg County Schools",141217,0.00196860151398203,0.0711599878201633,0.357046247972978,0.294865349072704,0.242116742318559,0.0328430713016138,0.4144,0.19406303773625,0.102041538908205
