"school","total","amind","asian","black","hisp","white","mult","ecdis","el","swd","ls_dist","ls_cty","district","dist_total","dist_amind","dist_asian","dist_black","dist_hisp","dist_white","dist_mult","dist_ecdis","dist_el","dist_swd","county","cty_total","cty_amind","cty_asian","cty_black","cty_hisp","cty_white","cty_mult","cty_ecdis","cty_el","cty_swd"
"MAGNOLIA MONTESSORI FOR ALL",456,0,0.0482456140350877,0.100877192982456,0.458333333333333,0.31140350877193,0.081140350877193,0.49780701754386,0.239035087719298,0.0921052631578947,0.0417133845684494,0.0483494189517441,"AUSTIN ISD",75155,0.0073182090346617,0.058332778923558,0.0627370101789635,0.530716519193666,0.303679063269244,0.0434701616658905,0.514580835059414,0.304589556306552,0.138953995421345,"TRAVIS COUNTY",195171,0.00956084664217532,0.0640771426082768,0.117973469419125,0.529750833884132,0.245763971081769,0.0386635309549062,0.498429610530773,0.292313622891665,0.128854089648068
"THE GATHERING PLACE",634,0.0157728706624606,0.0157728706624606,0.0930599369085174,0.602523659305994,0.211356466876972,0.0615141955835962,0.656050955414013,0.036624203821656,0.146496815286624,0.0400494443555935,0.04935108345305,"NORTHSIDE ISD",104573,0.00621575358840236,0.0495921509376225,0.069817256844501,0.672487162078166,0.167261147714993,0.0414160442944163,0.541058616224846,0.119685744604211,0.148112812624733,"BEXAR COUNTY",359846,0.00758657870311189,0.0443495272977885,0.077724915658365,0.698498802265413,0.144417334081802,0.0331530710359432,0.640072318792117,0.165182695631968,0.13987111839085
