"school","total","amind","mean_amind","comp_amind","asian","mean_asian","comp_asian","black","mean_black","comp_black","hispanic","mean_hispanic","comp_hispanic","white","mean_white","comp_white","multiple","mean_multiple","comp_multiple"
"Valor Flagship Academy",734,0,0.00156736192554051,-0.614330536892274,0.0572207084468665,0.0305758190205282,0.768194093849221,0.140326975476839,0.443524915834944,-1.19407383206614,0.183923705722071,0.238077521862543,-0.288687020231169,0.606267029972752,0.260891866779792,1.72736684706236,0.0122615803814714,0.0253625145766518,-0.618867653582509
"Valor Voyager Academy",521,0,0.00156736192554051,-0.614330536892274,0.0595009596928983,0.0305758190205282,0.833935614171029,0.143953934740883,0.443524915834944,-1.17978990539418,0.264875239923225,0.238077521862543,0.142855184127112,0.527831094049904,0.260891866779792,1.33507565252809,0.00383877159309021,0.0253625145766518,-1.01674797522837
