"district","charter school name","total","amind","m_amind","comp_amind","asian","m_asian","comp_asian","black","m_black","comp_black","hispanic","m_hispanic","comp_hispanic","white","m_white","comp_white","multiple","m_multiple","comp_multiple"
"Charlotte-Mecklenburg County Schools","Charlotte Lab School",654,0.00152905198776758,0.00229358305552653,-0.28433419211091,0.018348623853211,0.06590130281224,-0.757058128651346,0.299694189602446,0.389418511835053,-0.427491478133327,0.108562691131498,0.268251940220106,-0.883222416157562,0.49388379204893,0.241349640661479,1.06298652606228,0.0779816513761468,0.0327850214155957,2.73980948440853
"Durham County Schools","Central Park School For Children",615,0.0016260162601626,0.00169692277162682,-0.0387177473929369,0.0227642276422764,0.0183629472512324,0.305608694044967,0.240650406504065,0.423400315134157,-1.05044687096375,0.126829268292683,0.338024380554641,-1.39865844520765,0.47479674796748,0.176533340968096,1.71565105927865,0.133333333333333,0.0419820933202471,5.2321299904011
