"school","total","amind","m_amind","comp_amind","asian","m_asian","comp_asian","black","m_black","comp_black","hispanic","m_hispanic","comp_hispanic","white","m_white","comp_white","multiple","m_multiple","comp_multiple","poverty","m_poverty","comp_poverty"
"Lead Academy",402,0.00248756218905473,0.00445862781403488,-0.608445966255433,0.0199004975124378,0.0235211263070275,-0.139254446379027,0.370646766169154,0.230440533606973,1.10123805920934,0.308457711442786,0.18690956838175,0.822772350085427,0.253731343283582,0.510813472398669,-1.14256130623327,0.0447761194029851,0.0438566714915454,0.0570057761029672,0.626865671641791,0.579504630996277,0.228520415673691
