"school_name","item_desc","n_tested","c_lev34","p_lev34","m_lev34","sds"
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 1","Grade 8 ELA",50,47,0.94,0.46215331010453,2.37796633023082
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 2","Grade 3 ELA",84,77,0.92,0.521283618581907,1.94051557615672
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 2","Grade 3 Math",82,79,0.96,0.545986145069275,1.94096981310648
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 2","Grade 4 ELA",69,64,0.93,0.474522425249169,2.20306452893828
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 2","Grade 4 Math",70,69,0.99,0.500103993344426,2.1803844041166
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 2","Grade 5 ELA",72,48,0.67,0.371087236785561,1.59642156412783
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 2","Grade 5 Math",71,71,1,0.457409793814433,2.41486073355107
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 2","Grade 6 ELA",34,32,0.94,0.452651191203421,2.42567337422794
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 2","Grade 6 Math",34,33,0.97,0.45456322541234,2.27438940941735
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 2","Grade 7 ELA",54,46,0.85,0.376252587991718,2.38096615777512
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 2","Grade 7 Math",54,54,1,0.411087257617729,2.57161648115272
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 2","Grade 8 ELA",80,70,0.88,0.46215331010453,2.07938106673332
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3","Grade 3 ELA",81,77,0.95,0.521283618581907,2.08652278829496
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3","Grade 3 Math",81,80,0.99,0.545986145069275,2.08161509272626
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3","Grade 4 ELA",79,71,0.9,0.474522425249169,2.05795983107406
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3","Grade 4 Math",79,79,1,0.500103993344426,2.22489149081448
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3","Grade 5 ELA",127,89,0.7,0.371087236785561,1.75664438769953
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3","Grade 5 Math",127,125,0.98,0.457409793814433,2.32584841058536
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3","Grade 6 ELA",99,95,0.96,0.452651191203421,2.52521905200307
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3","Grade 6 Math",99,99,1,0.45456322541234,2.40676584363105
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3","Grade 7 ELA",129,120,0.93,0.376252587991718,2.78303124096903
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3","Grade 7 Math",129,129,1,0.411087257617729,2.57161648115272
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3","Grade 8 ELA",110,107,0.97,0.46215331010453,2.52725896197957
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 4","Grade 3 ELA",82,80,0.98,0.521283618581907,2.2325300004332
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 4","Grade 3 Math",82,82,1,0.545986145069275,2.12849685259952
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 4","Grade 4 ELA",73,71,0.97,0.474522425249169,2.39653745942392
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 4","Grade 4 Math",73,72,0.99,0.500103993344426,2.1803844041166
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","Grade 3 ELA",91,84,0.92,0.521283618581907,1.94051557615672
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","Grade 3 Math",92,92,1,0.545986145069275,2.12849685259952
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","Grade 4 ELA",70,64,0.91,0.474522425249169,2.10632806369547
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","Grade 4 Math",70,69,0.99,0.500103993344426,2.1803844041166
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","Grade 5 ELA",111,81,0.73,0.371087236785561,1.91686721127122
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","Grade 5 Math",111,111,1,0.457409793814433,2.41486073355107
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","Grade 6 ELA",102,98,0.96,0.452651191203421,2.52521905200307
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","Grade 6 Math",101,101,1,0.45456322541234,2.40676584363105
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","Grade 7 ELA",56,54,0.96,0.376252587991718,2.93380564716675
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","Grade 7 Math",55,55,1,0.411087257617729,2.57161648115272
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","Grade 8 ELA",34,32,0.94,0.46215331010453,2.37796633023082
"SUCCESS ACADEMY CHARTER SCHOOL-HELL'S KITCHEN","Grade 3 ELA",88,84,0.95,0.521283618581907,2.08652278829496
"SUCCESS ACADEMY CHARTER SCHOOL-HELL'S KITCHEN","Grade 3 Math",88,87,0.99,0.545986145069275,2.08161509272626
"SUCCESS ACADEMY CHARTER SCHOOL-HELL'S KITCHEN","Grade 4 ELA",84,81,0.96,0.474522425249169,2.34816922680251
"SUCCESS ACADEMY CHARTER SCHOOL-HELL'S KITCHEN","Grade 4 Math",83,83,1,0.500103993344426,2.22489149081448
"SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","Grade 3 ELA",70,68,0.97,0.521283618581907,2.18386092972045
"SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","Grade 3 Math",70,69,0.99,0.545986145069275,2.08161509272626
"SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","Grade 4 ELA",43,37,0.86,0.474522425249169,1.86448690058843
"SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","Grade 4 Math",43,43,1,0.500103993344426,2.22489149081448
"SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","Grade 5 ELA",145,113,0.78,0.371087236785561,2.18390525055738
"SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","Grade 5 Math",145,144,0.99,0.457409793814433,2.37035457206821
"SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","Grade 6 ELA",72,68,0.94,0.452651191203421,2.42567337422794
"SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","Grade 6 Math",72,72,1,0.45456322541234,2.40676584363105
"SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","Grade 7 ELA",19,17,0.89,0.376252587991718,2.58199869937208
"SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","Grade 7 Math",19,19,1,0.411087257617729,2.57161648115272
"SUCCESS ACADEMY CHARTER SCHOOL-SOUTH JAMAICA","Grade 3 ELA",51,49,0.96,0.521283618581907,2.13519185900771
"SUCCESS ACADEMY CHARTER SCHOOL-SOUTH JAMAICA","Grade 3 Math",52,52,1,0.545986145069275,2.12849685259952
"SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","Grade 3 ELA",96,95,0.99,0.521283618581907,2.28119907114594
"SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","Grade 3 Math",95,93,0.98,0.545986145069275,2.034733332853
"SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","Grade 4 ELA",90,82,0.91,0.474522425249169,2.10632806369547
"SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","Grade 4 Math",90,88,0.98,0.500103993344426,2.13587731741872
"SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","Grade 5 ELA",114,99,0.87,0.371087236785561,2.66457372127247
"SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","Grade 5 Math",114,114,1,0.457409793814433,2.41486073355107
"SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","Grade 6 ELA",97,96,0.99,0.452651191203421,2.67453756866577
"SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","Grade 6 Math",93,92,0.99,0.45456322541234,2.36264036555981
"SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","Grade 7 ELA",36,34,0.94,0.376252587991718,2.83328937636827
"SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","Grade 7 Math",36,36,1,0.411087257617729,2.57161648115272
"SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","Grade 3 ELA",84,83,0.99,0.521283618581907,2.28119907114594
"SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","Grade 3 Math",84,84,1,0.545986145069275,2.12849685259952
"SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","Grade 4 ELA",88,84,0.95,0.474522425249169,2.2998009941811
"SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","Grade 4 Math",88,88,1,0.500103993344426,2.22489149081448
"SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","Grade 5 ELA",139,122,0.88,0.371087236785561,2.7179813291297
"SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","Grade 5 Math",139,135,0.97,0.457409793814433,2.2813422491025
"SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","Grade 6 ELA",90,79,0.88,0.452651191203421,2.12703634090254
"SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","Grade 6 Math",89,84,0.94,0.45456322541234,2.14201297520366
"SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","Grade 7 ELA",55,48,0.87,0.376252587991718,2.4814824285736
"SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","Grade 7 Math",55,54,0.98,0.411087257617729,2.48428210048539
"SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","Grade 8 ELA",26,26,1,0.46215331010453,2.67655159372832
"SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG","Grade 3 ELA",63,63,1,0.521283618581907,2.32986814185869
"SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG","Grade 3 Math",64,64,1,0.545986145069275,2.12849685259952
"SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG","Grade 4 ELA",71,69,0.97,0.474522425249169,2.39653745942392
"SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG","Grade 4 Math",71,71,1,0.500103993344426,2.22489149081448
