"school","total","amind","asian","black","hisp","white","mult","ecdis","ell","swd","ls_dist","ls_cty","district","dist_total","dist_amind","dist_asian","dist_black","dist_hisp","dist_white","dist_mult","dist_ecdis","dist_ell","dist_swd","county","cty_total","cty_amind","cty_asian","cty_black","cty_hisp","cty_white","cty_mult","cty_ecdis","cty_ell","cty_swd"
"Detroit Prep",376,0.00265957446808511,0.0159574468085106,0.579787234042553,0.0106382978723404,0.324468085106383,0.0638297872340425,0.598404255319149,0,0.0771276595744681,0.751881696654237,0.12458070466096,"Detroit Public Schools Community District",48754,0.00162037986626738,0.0135988841941174,0.819071255691841,0.136399064692128,0.0247979652951553,0.00451245026049145,0.842884686384707,0.120441399680026,0.138163022521229,"Wayne",259453,0.00237422577499586,0.0425857477076773,0.414868974342174,0.0920667712456591,0.419008452397929,0.0290958285315645,0.674114386806088,0.137261854748259,0.122634928098731
