"school","total","amind","asian","black","hisp","white","mult","frpl","ell","sped","ls_dist","district","dist_total","dist_amind","dist_asian","dist_black","dist_hisp","dist_white","dist_mult","dist_frpl","dist_ell","dist_swd"
"Liberty STEAM Charter School",314,0.00636942675159236,0.00955414012738853,0.464968152866242,0.035031847133758,0.439490445859873,0.0445859872611465,0.64968152866242,0.00955414012738853,0,0.0848660939804011,"Sumter 01",15010,0.00226515656229181,0.0139906728847435,0.632045303131246,0.0552298467688208,0.259893404397069,0.0365756162558294,0.775616255829447,0.0300466355762825,0.143770819453698
