FIPSCode,LocationType,Location,ParentCounty,TimeFrame,DataFormat,Data
06627480,School District,North County Joint Union Elementary,San Benito County,2013,Percent,10.1
06627480,School District,North County Joint Union Elementary,San Benito County,2014,Number,92
06627480,School District,North County Joint Union Elementary,San Benito County,2014,Percent,12.0
06627480,School District,North County Joint Union Elementary,San Benito County,2012,Number,67
06627480,School District,North County Joint Union Elementary,San Benito County,2012,Percent,9.0
06627480,School District,North County Joint Union Elementary,San Benito County,2011,Number,55
06627480,School District,North County Joint Union Elementary,San Benito County,2011,Percent,7.3
06629770,School District,Panoche Elementary,San Benito County,2011,Number,S
06629770,School District,Panoche Elementary,San Benito County,2011,Percent,S
06629770,School District,Panoche Elementary,San Benito County,2012,Number,S
06629770,School District,Panoche Elementary,San Benito County,2012,Percent,S
06629770,School District,Panoche Elementary,San Benito County,2014,Number,S
06629770,School District,Panoche Elementary,San Benito County,2014,Percent,S
06629770,School District,Panoche Elementary,San Benito County,2013,Number,S
06629770,School District,Panoche Elementary,San Benito County,2013,Percent,S
06629770,School District,Panoche Elementary,San Benito County,2015,Number,S
06629770,School District,Panoche Elementary,San Benito County,2015,Percent,S
06629770,School District,Panoche Elementary,San Benito County,2016,Number,S
06629770,School District,Panoche Elementary,San Benito County,2016,Percent,S
06629770,School District,Panoche Elementary,San Benito County,2017,Number,S
06629770,School District,Panoche Elementary,San Benito County,2017,Percent,S
06629770,School District,Panoche Elementary,San Benito County,2019,Number,S
06629770,School District,Panoche Elementary,San Benito County,2019,Percent,S
06629770,School District,Panoche Elementary,San Benito County,2018,Number,N_A
06629770,School District,Panoche Elementary,San Benito County,2018,Percent,N_A
06634140,School District,San Benito High,San Benito County,2018,Number,346
06634140,School District,San Benito High,San Benito County,2018,Percent,11.3
06634140,School District,San Benito High,San Benito County,2019,Number,374
06634140,School District,San Benito High,San Benito County,2019,Percent,12.0
06634140,School District,San Benito High,San Benito County,2017,Number,340
06634140,School District,San Benito High,San Benito County,2017,Percent,11.2
06634140,School District,San Benito High,San Benito County,2016,Number,335
06634140,School District,San Benito High,San Benito County,2016,Percent,11.1
06634140,School District,San Benito High,San Benito County,2015,Number,337
06634140,School District,San Benito High,San Benito County,2015,Percent,11.2
06634140,School District,San Benito High,San Benito County,2013,Number,319
06634140,School District,San Benito High,San Benito County,2013,Percent,10.4
06634140,School District,San Benito High,San Benito County,2014,Number,341
06634140,School District,San Benito High,San Benito County,2014,Percent,11.3
06634140,School District,San Benito High,San Benito County,2012,Number,295
06634140,School District,San Benito High,San Benito County,2012,Percent,9.7
06634140,School District,San Benito High,San Benito County,2011,Number,310
06634140,School District,San Benito High,San Benito County,2011,Percent,10.1
06637650,School District,Southside Elementary,San Benito County,2011,Number,14
06637650,School District,Southside Elementary,San Benito County,2011,Percent,S
06637650,School District,Southside Elementary,San Benito County,2012,Number,16
06637650,School District,Southside Elementary,San Benito County,2012,Percent,S
06637650,School District,Southside Elementary,San Benito County,2013,Number,21
06637650,School District,Southside Elementary,San Benito County,2013,Percent,8.4
06637650,School District,Southside Elementary,San Benito County,2014,Number,27
06637650,School District,Southside Elementary,San Benito County,2014,Percent,10.3
06637650,School District,Southside Elementary,San Benito County,2015,Number,18
06637650,School District,Southside Elementary,San Benito County,2015,Percent,S
06637650,School District,Southside Elementary,San Benito County,2016,Number,17
06637650,School District,Southside Elementary,San Benito County,2016,Percent,S
06637650,School District,Southside Elementary,San Benito County,2017,Number,14
06637650,School District,Southside Elementary,San Benito County,2017,Percent,S
06637650,School District,Southside Elementary,San Benito County,2019,Number,22
06637650,School District,Southside Elementary,San Benito County,2019,Percent,10.3
06637650,School District,Southside Elementary,San Benito County,2018,Number,14
06637650,School District,Southside Elementary,San Benito County,2018,Percent,S
06639690,School District,Tres Pinos Union Elementary,San Benito County,2018,Number,S
06639690,School District,Tres Pinos Union Elementary,San Benito County,2018,Percent,S
06639690,School District,Tres Pinos Union Elementary,San Benito County,2019,Number,13
06639690,School District,Tres Pinos Union Elementary,San Benito County,2019,Percent,S
06639690,School District,Tres Pinos Union Elementary,San Benito County,2017,Number,15
06639690,School District,Tres Pinos Union Elementary,San Benito County,2017,Percent,S
06639690,School District,Tres Pinos Union Elementary,San Benito County,2016,Number,18
06639690,School District,Tres Pinos Union Elementary,San Benito County,2016,Percent,S
06639690,School District,Tres Pinos Union Elementary,San Benito County,2015,Number,20
06639690,School District,Tres Pinos Union Elementary,San Benito County,2015,Percent,14.2
06639690,School District,Tres Pinos Union Elementary,San Benito County,2014,Number,17
06639690,School District,Tres Pinos Union Elementary,San Benito County,2014,Percent,S
06639690,School District,Tres Pinos Union Elementary,San Benito County,2013,Number,14
06639690,School District,Tres Pinos Union Elementary,San Benito County,2013,Percent,S
06639690,School District,Tres Pinos Union Elementary,San Benito County,2012,Number,15
06639690,School District,Tres Pinos Union Elementary,San Benito County,2012,Percent,S
06639690,School District,Tres Pinos Union Elementary,San Benito County,2011,Number,S
06639690,School District,Tres Pinos Union Elementary,San Benito County,2011,Percent,S
06642630,School District,Willow Grove Union Elementary,San Benito County,2011,Number,S
06642630,School District,Willow Grove Union Elementary,San Benito County,2011,Percent,S
06642630,School District,Willow Grove Union Elementary,San Benito County,2012,Number,S
06642630,School District,Willow Grove Union Elementary,San Benito County,2012,Percent,S
06642630,School District,Willow Grove Union Elementary,San Benito County,2013,Number,S
06642630,School District,Willow Grove Union Elementary,San Benito County,2013,Percent,S
06642630,School District,Willow Grove Union Elementary,San Benito County,2014,Number,S
06642630,School District,Willow Grove Union Elementary,San Benito County,2014,Percent,S
06642630,School District,Willow Grove Union Elementary,San Benito County,2015,Number,S
06642630,School District,Willow Grove Union Elementary,San Benito County,2015,Percent,S
06642630,School District,Willow Grove Union Elementary,San Benito County,2016,Number,S
06642630,School District,Willow Grove Union Elementary,San Benito County,2016,Percent,S
06642630,School District,Willow Grove Union Elementary,San Benito County,2017,Number,S
06642630,School District,Willow Grove Union Elementary,San Benito County,2017,Percent,S
06642630,School District,Willow Grove Union Elementary,San Benito County,2018,Number,S
06642630,School District,Willow Grove Union Elementary,San Benito County,2018,Percent,S
06642630,School District,Willow Grove Union Elementary,San Benito County,2019,Number,S
06642630,School District,Willow Grove Union Elementary,San Benito County,2019,Percent,S
06601710,School District,Adelanto Elementary,San Bernardino County,2018,Number,"1,436"
06601710,School District,Adelanto Elementary,San Bernardino County,2018,Percent,16.5
06601710,School District,Adelanto Elementary,San Bernardino County,2019,Number,"1,340"
06601710,School District,Adelanto Elementary,San Bernardino County,2019,Percent,15.5
06601710,School District,Adelanto Elementary,San Bernardino County,2017,Number,"1,425"
06601710,School District,Adelanto Elementary,San Bernardino County,2017,Percent,13.9
06601710,School District,Adelanto Elementary,San Bernardino County,2016,Number,"1,376"
06601710,School District,Adelanto Elementary,San Bernardino County,2016,Percent,12.5
06601710,School District,Adelanto Elementary,San Bernardino County,2015,Number,"1,313"
06601710,School District,Adelanto Elementary,San Bernardino County,2015,Percent,12.7
06601710,School District,Adelanto Elementary,San Bernardino County,2014,Number,"1,272"
06601710,School District,Adelanto Elementary,San Bernardino County,2014,Percent,13.0
06601710,School District,Adelanto Elementary,San Bernardino County,2013,Number,"1,237"
06601710,School District,Adelanto Elementary,San Bernardino County,2013,Percent,13.7
06601710,School District,Adelanto Elementary,San Bernardino County,2012,Number,"1,236"
06601710,School District,Adelanto Elementary,San Bernardino County,2012,Percent,13.6
06601710,School District,Adelanto Elementary,San Bernardino County,2011,Number,"1,168"
06601710,School District,Adelanto Elementary,San Bernardino County,2011,Percent,13.6
06602160,School District,Alta Loma Elementary,San Bernardino County,2011,Number,703
06602160,School District,Alta Loma Elementary,San Bernardino County,2011,Percent,11.0
06602160,School District,Alta Loma Elementary,San Bernardino County,2012,Number,753
06602160,School District,Alta Loma Elementary,San Bernardino County,2012,Percent,12.0
06602160,School District,Alta Loma Elementary,San Bernardino County,2013,Number,741
06602160,School District,Alta Loma Elementary,San Bernardino County,2013,Percent,12.2
06602160,School District,Alta Loma Elementary,San Bernardino County,2014,Number,721
06602160,School District,Alta Loma Elementary,San Bernardino County,2014,Percent,12.0
06602160,School District,Alta Loma Elementary,San Bernardino County,2015,Number,644
06602160,School District,Alta Loma Elementary,San Bernardino County,2015,Percent,10.9
06602160,School District,Alta Loma Elementary,San Bernardino County,2016,Number,655
06602160,School District,Alta Loma Elementary,San Bernardino County,2016,Percent,11.1
06602160,School District,Alta Loma Elementary,San Bernardino County,2017,Number,702
06602160,School District,Alta Loma Elementary,San Bernardino County,2017,Percent,11.7
06602160,School District,Alta Loma Elementary,San Bernardino County,2019,Number,749
06602160,School District,Alta Loma Elementary,San Bernardino County,2019,Percent,12.4
06602160,School District,Alta Loma Elementary,San Bernardino County,2018,Number,723
06602160,School District,Alta Loma Elementary,San Bernardino County,2018,Percent,12.1
06600017,School District,Apple Valley Unified,San Bernardino County,2018,Number,"1,705"
06600017,School District,Apple Valley Unified,San Bernardino County,2018,Percent,11.8
06600017,School District,Apple Valley Unified,San Bernardino County,2019,Number,"1,710"
06600017,School District,Apple Valley Unified,San Bernardino County,2019,Percent,11.7
06600017,School District,Apple Valley Unified,San Bernardino County,2017,Number,"1,703"
06600017,School District,Apple Valley Unified,San Bernardino County,2017,Percent,11.9
06600017,School District,Apple Valley Unified,San Bernardino County,2016,Number,"1,697"
06600017,School District,Apple Valley Unified,San Bernardino County,2016,Percent,11.9
06600017,School District,Apple Valley Unified,San Bernardino County,2015,Number,"1,757"
06600017,School District,Apple Valley Unified,San Bernardino County,2015,Percent,12.2
06600017,School District,Apple Valley Unified,San Bernardino County,2014,Number,"1,763"
06600017,School District,Apple Valley Unified,San Bernardino County,2014,Percent,12.2
06600017,School District,Apple Valley Unified,San Bernardino County,2013,Number,"1,709"
06600017,School District,Apple Valley Unified,San Bernardino County,2013,Percent,11.6
06600017,School District,Apple Valley Unified,San Bernardino County,2012,Number,"1,611"
06600017,School District,Apple Valley Unified,San Bernardino County,2012,Percent,11.0
06600017,School District,Apple Valley Unified,San Bernardino County,2011,Number,"1,704"
06600017,School District,Apple Valley Unified,San Bernardino County,2011,Percent,11.5
06603610,School District,Baker Valley Unified,San Bernardino County,2011,Number,36
06603610,School District,Baker Valley Unified,San Bernardino County,2011,Percent,19.8
06603610,School District,Baker Valley Unified,San Bernardino County,2012,Number,30
06603610,School District,Baker Valley Unified,San Bernardino County,2012,Percent,15.7
06603610,School District,Baker Valley Unified,San Bernardino County,2013,Number,28
06603610,School District,Baker Valley Unified,San Bernardino County,2013,Percent,15.0
06603610,School District,Baker Valley Unified,San Bernardino County,2014,Number,29
06603610,School District,Baker Valley Unified,San Bernardino County,2014,Percent,17.0
06603610,School District,Baker Valley Unified,San Bernardino County,2015,Number,28
06603610,School District,Baker Valley Unified,San Bernardino County,2015,Percent,17.3
06603610,School District,Baker Valley Unified,San Bernardino County,2016,Number,30
06603610,School District,Baker Valley Unified,San Bernardino County,2016,Percent,24.0
06603610,School District,Baker Valley Unified,San Bernardino County,2017,Number,25
06603610,School District,Baker Valley Unified,San Bernardino County,2017,Percent,20.2
06603610,School District,Baker Valley Unified,San Bernardino County,2019,Number,19
06603610,School District,Baker Valley Unified,San Bernardino County,2019,Percent,S
06603610,School District,Baker Valley Unified,San Bernardino County,2018,Number,21
06603610,School District,Baker Valley Unified,San Bernardino County,2018,Percent,15.1
06604020,School District,Barstow Unified,San Bernardino County,2018,Number,935
06604020,School District,Barstow Unified,San Bernardino County,2018,Percent,15.0
06604020,School District,Barstow Unified,San Bernardino County,2019,Number,"1,008"
06604020,School District,Barstow Unified,San Bernardino County,2019,Percent,15.9
06604020,School District,Barstow Unified,San Bernardino County,2017,Number,852
06604020,School District,Barstow Unified,San Bernardino County,2017,Percent,13.8
06604020,School District,Barstow Unified,San Bernardino County,2016,Number,810
06604020,School District,Barstow Unified,San Bernardino County,2016,Percent,13.4
06604020,School District,Barstow Unified,San Bernardino County,2015,Number,778
06604020,School District,Barstow Unified,San Bernardino County,2015,Percent,13.1
06604020,School District,Barstow Unified,San Bernardino County,2014,Number,792
06604020,School District,Barstow Unified,San Bernardino County,2014,Percent,13.7
06604020,School District,Barstow Unified,San Bernardino County,2013,Number,774
06604020,School District,Barstow Unified,San Bernardino County,2013,Percent,13.1
06604020,School District,Barstow Unified,San Bernardino County,2012,Number,737
06604020,School District,Barstow Unified,San Bernardino County,2012,Percent,12.3
06604020,School District,Barstow Unified,San Bernardino County,2011,Number,670
06604020,School District,Barstow Unified,San Bernardino County,2011,Percent,10.9
06604230,School District,Bear Valley Unified,San Bernardino County,2011,Number,277
06604230,School District,Bear Valley Unified,San Bernardino County,2011,Percent,10.1
06604230,School District,Bear Valley Unified,San Bernardino County,2012,Number,306
06604230,School District,Bear Valley Unified,San Bernardino County,2012,Percent,11.4
06604230,School District,Bear Valley Unified,San Bernardino County,2013,Number,308
06604230,School District,Bear Valley Unified,San Bernardino County,2013,Percent,11.8
06604230,School District,Bear Valley Unified,San Bernardino County,2014,Number,323
06604230,School District,Bear Valley Unified,San Bernardino County,2014,Percent,12.7
06604230,School District,Bear Valley Unified,San Bernardino County,2015,Number,330
06604230,School District,Bear Valley Unified,San Bernardino County,2015,Percent,13.5
06604230,School District,Bear Valley Unified,San Bernardino County,2016,Number,332
06604230,School District,Bear Valley Unified,San Bernardino County,2016,Percent,14.5
06604230,School District,Bear Valley Unified,San Bernardino County,2017,Number,348
06604230,School District,Bear Valley Unified,San Bernardino County,2017,Percent,13.8
06604230,School District,Bear Valley Unified,San Bernardino County,2019,Number,337
06604230,School District,Bear Valley Unified,San Bernardino County,2019,Percent,13.7
06604230,School District,Bear Valley Unified,San Bernardino County,2018,Number,341
06604230,School District,Bear Valley Unified,San Bernardino County,2018,Percent,13.7
06607950,School District,Central Elementary,San Bernardino County,2018,Number,652
06607950,School District,Central Elementary,San Bernardino County,2018,Percent,14.3
06607950,School District,Central Elementary,San Bernardino County,2019,Number,691
06607950,School District,Central Elementary,San Bernardino County,2019,Percent,15.4
06607950,School District,Central Elementary,San Bernardino County,2017,Number,661
06607950,School District,Central Elementary,San Bernardino County,2017,Percent,14.6
06607950,School District,Central Elementary,San Bernardino County,2015,Number,550
06607950,School District,Central Elementary,San Bernardino County,2015,Percent,11.7
06607950,School District,Central Elementary,San Bernardino County,2016,Number,610
06607950,School District,Central Elementary,San Bernardino County,2016,Percent,13.0
06607950,School District,Central Elementary,San Bernardino County,2014,Number,557
06607950,School District,Central Elementary,San Bernardino County,2014,Percent,11.8
06607950,School District,Central Elementary,San Bernardino County,2013,Number,542
06607950,School District,Central Elementary,San Bernardino County,2013,Percent,11.6
06607950,School District,Central Elementary,San Bernardino County,2012,Number,546
06607950,School District,Central Elementary,San Bernardino County,2012,Percent,11.4
06607950,School District,Central Elementary,San Bernardino County,2011,Number,536
06607950,School District,Central Elementary,San Bernardino County,2011,Percent,11.1
06608160,School District,Chaffey Joint Union High,San Bernardino County,2011,Number,"3,004"
06608160,School District,Chaffey Joint Union High,San Bernardino County,2011,Percent,11.8
06608160,School District,Chaffey Joint Union High,San Bernardino County,2012,Number,"3,012"
06608160,School District,Chaffey Joint Union High,San Bernardino County,2012,Percent,12.0
06608160,School District,Chaffey Joint Union High,San Bernardino County,2013,Number,"3,049"
06608160,School District,Chaffey Joint Union High,San Bernardino County,2013,Percent,12.2
06608160,School District,Chaffey Joint Union High,San Bernardino County,2014,Number,"3,075"
06608160,School District,Chaffey Joint Union High,San Bernardino County,2014,Percent,12.4
06608160,School District,Chaffey Joint Union High,San Bernardino County,2016,Number,"3,009"
06608160,School District,Chaffey Joint Union High,San Bernardino County,2016,Percent,12.4
06608160,School District,Chaffey Joint Union High,San Bernardino County,2015,Number,"3,064"
06608160,School District,Chaffey Joint Union High,San Bernardino County,2015,Percent,12.5
06608160,School District,Chaffey Joint Union High,San Bernardino County,2017,Number,"3,031"
06608160,School District,Chaffey Joint Union High,San Bernardino County,2017,Percent,12.7
06608160,School District,Chaffey Joint Union High,San Bernardino County,2019,Number,"3,136"
06608160,School District,Chaffey Joint Union High,San Bernardino County,2019,Percent,13.1
06608160,School District,Chaffey Joint Union High,San Bernardino County,2018,Number,"3,072"
06608160,School District,Chaffey Joint Union High,San Bernardino County,2018,Percent,12.8
06608460,School District,Chino Valley Unified,San Bernardino County,2018,Number,"3,867"
06608460,School District,Chino Valley Unified,San Bernardino County,2018,Percent,13.7
06608460,School District,Chino Valley Unified,San Bernardino County,2019,Number,"3,828"
06608460,School District,Chino Valley Unified,San Bernardino County,2019,Percent,13.6
06608460,School District,Chino Valley Unified,San Bernardino County,2017,Number,"3,880"
06608460,School District,Chino Valley Unified,San Bernardino County,2017,Percent,13.4
06608460,School District,Chino Valley Unified,San Bernardino County,2015,Number,"4,133"
06608460,School District,Chino Valley Unified,San Bernardino County,2015,Percent,13.8
06608460,School District,Chino Valley Unified,San Bernardino County,2016,Number,"3,927"
06608460,School District,Chino Valley Unified,San Bernardino County,2016,Percent,13.4
06608460,School District,Chino Valley Unified,San Bernardino County,2014,Number,"4,077"
06608460,School District,Chino Valley Unified,San Bernardino County,2014,Percent,13.5
06608460,School District,Chino Valley Unified,San Bernardino County,2013,Number,"4,125"
06608460,School District,Chino Valley Unified,San Bernardino County,2013,Percent,13.4
06608460,School District,Chino Valley Unified,San Bernardino County,2012,Number,"4,100"
06608460,School District,Chino Valley Unified,San Bernardino County,2012,Percent,13.1
06608460,School District,Chino Valley Unified,San Bernardino County,2011,Number,"4,169"
06608460,School District,Chino Valley Unified,San Bernardino County,2011,Percent,13.2
06609390,School District,Colton Joint Unified,San Bernardino County,2011,Number,"2,494"
06609390,School District,Colton Joint Unified,San Bernardino County,2011,Percent,10.7
06609390,School District,Colton Joint Unified,San Bernardino County,2012,Number,"2,441"
06609390,School District,Colton Joint Unified,San Bernardino County,2012,Percent,10.5
06609390,School District,Colton Joint Unified,San Bernardino County,2013,Number,"2,543"
06609390,School District,Colton Joint Unified,San Bernardino County,2013,Percent,11.0
06609390,School District,Colton Joint Unified,San Bernardino County,2014,Number,"2,658"
06609390,School District,Colton Joint Unified,San Bernardino County,2014,Percent,11.4
06609390,School District,Colton Joint Unified,San Bernardino County,2016,Number,"2,772"
06609390,School District,Colton Joint Unified,San Bernardino County,2016,Percent,11.9
06609390,School District,Colton Joint Unified,San Bernardino County,2015,Number,"2,703"
06609390,School District,Colton Joint Unified,San Bernardino County,2015,Percent,11.6
06609390,School District,Colton Joint Unified,San Bernardino County,2017,Number,"2,828"
06609390,School District,Colton Joint Unified,San Bernardino County,2017,Percent,12.4
06609390,School District,Colton Joint Unified,San Bernardino County,2019,Number,"2,902"
06609390,School District,Colton Joint Unified,San Bernardino County,2019,Percent,13.2
06609390,School District,Colton Joint Unified,San Bernardino County,2018,Number,"2,900"
06609390,School District,Colton Joint Unified,San Bernardino County,2018,Percent,12.9
06616300,School District,Cucamonga Elementary,San Bernardino County,2018,Number,357
06616300,School District,Cucamonga Elementary,San Bernardino County,2018,Percent,14.5
06616300,School District,Cucamonga Elementary,San Bernardino County,2019,Number,389
06616300,School District,Cucamonga Elementary,San Bernardino County,2019,Percent,16.0
06616300,School District,Cucamonga Elementary,San Bernardino County,2017,Number,371
06616300,School District,Cucamonga Elementary,San Bernardino County,2017,Percent,14.7
06616300,School District,Cucamonga Elementary,San Bernardino County,2016,Number,356
06616300,School District,Cucamonga Elementary,San Bernardino County,2016,Percent,13.9
06616300,School District,Cucamonga Elementary,San Bernardino County,2014,Number,367
06616300,School District,Cucamonga Elementary,San Bernardino County,2014,Percent,14.8
06616300,School District,Cucamonga Elementary,San Bernardino County,2015,Number,360
06616300,School District,Cucamonga Elementary,San Bernardino County,2015,Percent,14.3
06616300,School District,Cucamonga Elementary,San Bernardino County,2013,Number,358
06616300,School District,Cucamonga Elementary,San Bernardino County,2013,Percent,14.2
06616300,School District,Cucamonga Elementary,San Bernardino County,2012,Number,438
06616300,School District,Cucamonga Elementary,San Bernardino County,2012,Percent,16.7
06616300,School District,Cucamonga Elementary,San Bernardino County,2011,Number,395
06616300,School District,Cucamonga Elementary,San Bernardino County,2011,Percent,14.5
06612960,School District,Etiwanda Elementary,San Bernardino County,2011,Number,"1,665"
06612960,School District,Etiwanda Elementary,San Bernardino County,2011,Percent,12.9
06612960,School District,Etiwanda Elementary,San Bernardino County,2012,Number,"1,677"
06612960,School District,Etiwanda Elementary,San Bernardino County,2012,Percent,12.9
06612960,School District,Etiwanda Elementary,San Bernardino County,2013,Number,"1,746"
06612960,School District,Etiwanda Elementary,San Bernardino County,2013,Percent,13.3
06612960,School District,Etiwanda Elementary,San Bernardino County,2014,Number,"1,858"
06612960,School District,Etiwanda Elementary,San Bernardino County,2014,Percent,13.7
06612960,School District,Etiwanda Elementary,San Bernardino County,2016,Number,"2,067"
06612960,School District,Etiwanda Elementary,San Bernardino County,2016,Percent,14.9
06612960,School District,Etiwanda Elementary,San Bernardino County,2015,Number,"1,984"
06612960,School District,Etiwanda Elementary,San Bernardino County,2015,Percent,14.5
06612960,School District,Etiwanda Elementary,San Bernardino County,2017,Number,"2,052"
06612960,School District,Etiwanda Elementary,San Bernardino County,2017,Percent,14.7
06612960,School District,Etiwanda Elementary,San Bernardino County,2019,Number,"2,015"
06612960,School District,Etiwanda Elementary,San Bernardino County,2019,Percent,14.3
06612960,School District,Etiwanda Elementary,San Bernardino County,2018,Number,"2,088"
06612960,School District,Etiwanda Elementary,San Bernardino County,2018,Percent,14.8
06613920,School District,Fontana Unified,San Bernardino County,2018,Number,"4,679"
06613920,School District,Fontana Unified,San Bernardino County,2018,Percent,12.6
06613920,School District,Fontana Unified,San Bernardino County,2019,Number,"4,391"
06613920,School District,Fontana Unified,San Bernardino County,2019,Percent,12.1
06613920,School District,Fontana Unified,San Bernardino County,2017,Number,"4,893"
06613920,School District,Fontana Unified,San Bernardino County,2017,Percent,12.9
06613920,School District,Fontana Unified,San Bernardino County,2015,Number,"5,090"
06613920,School District,Fontana Unified,San Bernardino County,2015,Percent,12.9
06613920,School District,Fontana Unified,San Bernardino County,2016,Number,"5,041"
06613920,School District,Fontana Unified,San Bernardino County,2016,Percent,13.0
06613920,School District,Fontana Unified,San Bernardino County,2014,Number,"5,058"
06613920,School District,Fontana Unified,San Bernardino County,2014,Percent,12.7
06613920,School District,Fontana Unified,San Bernardino County,2013,Number,"5,042"
06613920,School District,Fontana Unified,San Bernardino County,2013,Percent,12.5
06613920,School District,Fontana Unified,San Bernardino County,2012,Number,"4,813"
06613920,School District,Fontana Unified,San Bernardino County,2012,Percent,11.9
06613920,School District,Fontana Unified,San Bernardino County,2011,Number,"4,700"
06613920,School District,Fontana Unified,San Bernardino County,2011,Percent,11.5
06616860,School District,Helendale Elementary,San Bernardino County,2011,Number,74
06616860,School District,Helendale Elementary,San Bernardino County,2011,Percent,10.3
06616860,School District,Helendale Elementary,San Bernardino County,2012,Number,94
06616860,School District,Helendale Elementary,San Bernardino County,2012,Percent,12.4
06616860,School District,Helendale Elementary,San Bernardino County,2013,Number,83
06616860,School District,Helendale Elementary,San Bernardino County,2013,Percent,11.3
06616860,School District,Helendale Elementary,San Bernardino County,2014,Number,101
06616860,School District,Helendale Elementary,San Bernardino County,2014,Percent,6.8
06616860,School District,Helendale Elementary,San Bernardino County,2015,Number,116
06616860,School District,Helendale Elementary,San Bernardino County,2015,Percent,5.9
06616860,School District,Helendale Elementary,San Bernardino County,2016,Number,106
06616860,School District,Helendale Elementary,San Bernardino County,2016,Percent,4.4
06616860,School District,Helendale Elementary,San Bernardino County,2017,Number,144
06616860,School District,Helendale Elementary,San Bernardino County,2017,Percent,5.4
06616860,School District,Helendale Elementary,San Bernardino County,2019,Number,117
06616860,School District,Helendale Elementary,San Bernardino County,2019,Percent,2.3
06616860,School District,Helendale Elementary,San Bernardino County,2018,Number,134
06616860,School District,Helendale Elementary,San Bernardino County,2018,Percent,4.2
06600014,School District,Hesperia Unified,San Bernardino County,2018,Number,"2,929"
06600014,School District,Hesperia Unified,San Bernardino County,2018,Percent,12.1
06600014,School District,Hesperia Unified,San Bernardino County,2019,Number,"2,972"
06600014,School District,Hesperia Unified,San Bernardino County,2019,Percent,12.3
06600014,School District,Hesperia Unified,San Bernardino County,2017,Number,"2,705"
06600014,School District,Hesperia Unified,San Bernardino County,2017,Percent,11.3
06600014,School District,Hesperia Unified,San Bernardino County,2016,Number,"2,549"
06600014,School District,Hesperia Unified,San Bernardino County,2016,Percent,10.6
06600014,School District,Hesperia Unified,San Bernardino County,2015,Number,"2,395"
06600014,School District,Hesperia Unified,San Bernardino County,2015,Percent,10.1
06600014,School District,Hesperia Unified,San Bernardino County,2014,Number,"2,237"
06600014,School District,Hesperia Unified,San Bernardino County,2014,Percent,9.5
06600014,School District,Hesperia Unified,San Bernardino County,2013,Number,"2,121"
06600014,School District,Hesperia Unified,San Bernardino County,2013,Percent,9.0
06600014,School District,Hesperia Unified,San Bernardino County,2012,Number,"2,056"
06600014,School District,Hesperia Unified,San Bernardino County,2012,Percent,8.8
06600014,School District,Hesperia Unified,San Bernardino County,2011,Number,"1,919"
06600014,School District,Hesperia Unified,San Bernardino County,2011,Percent,8.3
06600015,School District,Lucerne Valley Unified,San Bernardino County,2011,Number,241
06600015,School District,Lucerne Valley Unified,San Bernardino County,2011,Percent,9.4
06600015,School District,Lucerne Valley Unified,San Bernardino County,2012,Number,248
06600015,School District,Lucerne Valley Unified,San Bernardino County,2012,Percent,9.6
06600015,School District,Lucerne Valley Unified,San Bernardino County,2013,Number,226
06600015,School District,Lucerne Valley Unified,San Bernardino County,2013,Percent,8.5
06600015,School District,Lucerne Valley Unified,San Bernardino County,2014,Number,236
06600015,School District,Lucerne Valley Unified,San Bernardino County,2014,Percent,8.4
06600015,School District,Lucerne Valley Unified,San Bernardino County,2015,Number,243
06600015,School District,Lucerne Valley Unified,San Bernardino County,2015,Percent,8.3
06600015,School District,Lucerne Valley Unified,San Bernardino County,2016,Number,216
06600015,School District,Lucerne Valley Unified,San Bernardino County,2016,Percent,9.2
06600015,School District,Lucerne Valley Unified,San Bernardino County,2017,Number,253
06600015,School District,Lucerne Valley Unified,San Bernardino County,2017,Percent,9.6
06600015,School District,Lucerne Valley Unified,San Bernardino County,2019,Number,136
06600015,School District,Lucerne Valley Unified,San Bernardino County,2019,Percent,2.5
06600015,School District,Lucerne Valley Unified,San Bernardino County,2018,Number,262
06600015,School District,Lucerne Valley Unified,San Bernardino County,2018,Percent,7.6
06625860,School District,Morongo Unified,San Bernardino County,2018,Number,"1,308"
06625860,School District,Morongo Unified,San Bernardino County,2018,Percent,15.1
06625860,School District,Morongo Unified,San Bernardino County,2019,Number,"1,321"
06625860,School District,Morongo Unified,San Bernardino County,2019,Percent,15.3
06625860,School District,Morongo Unified,San Bernardino County,2017,Number,"1,248"
06625860,School District,Morongo Unified,San Bernardino County,2017,Percent,14.7
06625860,School District,Morongo Unified,San Bernardino County,2016,Number,"1,206"
06625860,School District,Morongo Unified,San Bernardino County,2016,Percent,11.7
06625860,School District,Morongo Unified,San Bernardino County,2014,Number,"1,254"
06625860,School District,Morongo Unified,San Bernardino County,2014,Percent,13.9
06625860,School District,Morongo Unified,San Bernardino County,2015,Number,"1,198"
06625860,School District,Morongo Unified,San Bernardino County,2015,Percent,12.7
06625860,School District,Morongo Unified,San Bernardino County,2013,Number,"1,266"
06625860,School District,Morongo Unified,San Bernardino County,2013,Percent,14.2
06625860,School District,Morongo Unified,San Bernardino County,2012,Number,"1,216"
06625860,School District,Morongo Unified,San Bernardino County,2012,Percent,13.4
06625860,School District,Morongo Unified,San Bernardino County,2011,Number,"1,308"
06625860,School District,Morongo Unified,San Bernardino County,2011,Percent,14.2
06626220,School District,Mountain View Elementary,San Bernardino County,2011,Number,295
