FIPSCode,LocationType,Location,ParentCounty,TimeFrame,DataFormat,Data
06642180,School District,Westmorland Union Elementary,Imperial County,2015,Number,35
06642180,School District,Westmorland Union Elementary,Imperial County,2015,Percent,9.6
06642180,School District,Westmorland Union Elementary,Imperial County,2016,Number,34
06642180,School District,Westmorland Union Elementary,Imperial County,2016,Percent,9.5
06642180,School District,Westmorland Union Elementary,Imperial County,2017,Number,40
06642180,School District,Westmorland Union Elementary,Imperial County,2017,Percent,10.5
06642180,School District,Westmorland Union Elementary,Imperial County,2018,Number,47
06642180,School District,Westmorland Union Elementary,Imperial County,2018,Percent,12.6
06642180,School District,Westmorland Union Elementary,Imperial County,2019,Number,60
06642180,School District,Westmorland Union Elementary,Imperial County,2019,Percent,14.9
06642180,School District,Westmorland Union Elementary,Imperial County,2011,Number,32
06642180,School District,Westmorland Union Elementary,Imperial County,2011,Percent,8.6
06604950,School District,Big Pine Unified,Inyo County,2019,Number,17
06604950,School District,Big Pine Unified,Inyo County,2019,Percent,S
06604950,School District,Big Pine Unified,Inyo County,2018,Number,19
06604950,School District,Big Pine Unified,Inyo County,2018,Percent,S
06604950,School District,Big Pine Unified,Inyo County,2017,Number,18
06604950,School District,Big Pine Unified,Inyo County,2017,Percent,S
06604950,School District,Big Pine Unified,Inyo County,2015,Number,28
06604950,School District,Big Pine Unified,Inyo County,2015,Percent,14.8
06604950,School District,Big Pine Unified,Inyo County,2016,Number,22
06604950,School District,Big Pine Unified,Inyo County,2016,Percent,12.8
06604950,School District,Big Pine Unified,Inyo County,2014,Number,28
06604950,School District,Big Pine Unified,Inyo County,2014,Percent,15.2
06604950,School District,Big Pine Unified,Inyo County,2013,Number,33
06604950,School District,Big Pine Unified,Inyo County,2013,Percent,17.7
06604950,School District,Big Pine Unified,Inyo County,2012,Number,31
06604950,School District,Big Pine Unified,Inyo County,2012,Percent,15.4
06604950,School District,Big Pine Unified,Inyo County,2011,Number,29
06604950,School District,Big Pine Unified,Inyo County,2011,Percent,15.8
06610680,School District,Death Valley Unified,Inyo County,2011,Number,S
06610680,School District,Death Valley Unified,Inyo County,2011,Percent,S
06610680,School District,Death Valley Unified,Inyo County,2012,Number,S
06610680,School District,Death Valley Unified,Inyo County,2012,Percent,S
06610680,School District,Death Valley Unified,Inyo County,2013,Number,S
06610680,School District,Death Valley Unified,Inyo County,2013,Percent,S
06610680,School District,Death Valley Unified,Inyo County,2014,Number,N_A
06610680,School District,Death Valley Unified,Inyo County,2014,Percent,N_A
06610680,School District,Death Valley Unified,Inyo County,2015,Number,S
06610680,School District,Death Valley Unified,Inyo County,2015,Percent,S
06610680,School District,Death Valley Unified,Inyo County,2016,Number,S
06610680,School District,Death Valley Unified,Inyo County,2016,Percent,S
06610680,School District,Death Valley Unified,Inyo County,2017,Number,N_A
06610680,School District,Death Valley Unified,Inyo County,2017,Percent,N_A
06610680,School District,Death Valley Unified,Inyo County,2018,Number,S
06610680,School District,Death Valley Unified,Inyo County,2018,Percent,S
06610680,School District,Death Valley Unified,Inyo County,2019,Number,S
06610680,School District,Death Valley Unified,Inyo County,2019,Percent,S
06622440,School District,Lone Pine Unified,Inyo County,2019,Number,52
06622440,School District,Lone Pine Unified,Inyo County,2019,Percent,16.9
06622440,School District,Lone Pine Unified,Inyo County,2018,Number,54
06622440,School District,Lone Pine Unified,Inyo County,2018,Percent,18.6
06622440,School District,Lone Pine Unified,Inyo County,2017,Number,52
06622440,School District,Lone Pine Unified,Inyo County,2017,Percent,17.4
06622440,School District,Lone Pine Unified,Inyo County,2016,Number,52
06622440,School District,Lone Pine Unified,Inyo County,2016,Percent,15.2
06622440,School District,Lone Pine Unified,Inyo County,2015,Number,60
06622440,School District,Lone Pine Unified,Inyo County,2015,Percent,16.0
06622440,School District,Lone Pine Unified,Inyo County,2014,Number,59
06622440,School District,Lone Pine Unified,Inyo County,2014,Percent,16.3
06622440,School District,Lone Pine Unified,Inyo County,2013,Number,52
06622440,School District,Lone Pine Unified,Inyo County,2013,Percent,13.5
06622440,School District,Lone Pine Unified,Inyo County,2012,Number,51
06622440,School District,Lone Pine Unified,Inyo County,2012,Percent,13.7
06622440,School District,Lone Pine Unified,Inyo County,2011,Number,62
06622440,School District,Lone Pine Unified,Inyo County,2011,Percent,15.5
06629190,School District,Owens Valley Unified,Inyo County,2011,Number,S
06629190,School District,Owens Valley Unified,Inyo County,2011,Percent,S
06629190,School District,Owens Valley Unified,Inyo County,2012,Number,S
06629190,School District,Owens Valley Unified,Inyo County,2012,Percent,S
06629190,School District,Owens Valley Unified,Inyo County,2013,Number,S
06629190,School District,Owens Valley Unified,Inyo County,2013,Percent,S
06629190,School District,Owens Valley Unified,Inyo County,2014,Number,S
06629190,School District,Owens Valley Unified,Inyo County,2014,Percent,S
06629190,School District,Owens Valley Unified,Inyo County,2015,Number,12
06629190,School District,Owens Valley Unified,Inyo County,2015,Percent,S
06629190,School District,Owens Valley Unified,Inyo County,2016,Number,10
06629190,School District,Owens Valley Unified,Inyo County,2016,Percent,S
06629190,School District,Owens Valley Unified,Inyo County,2017,Number,S
06629190,School District,Owens Valley Unified,Inyo County,2017,Percent,S
06629190,School District,Owens Valley Unified,Inyo County,2018,Number,S
06629190,School District,Owens Valley Unified,Inyo County,2018,Percent,S
06629190,School District,Owens Valley Unified,Inyo County,2019,Number,10
06629190,School District,Owens Valley Unified,Inyo County,2019,Percent,S
06633690,School District,Round Valley Joint Elementary,Inyo County,2019,Number,14
06633690,School District,Round Valley Joint Elementary,Inyo County,2019,Percent,S
06633690,School District,Round Valley Joint Elementary,Inyo County,2018,Number,11
06633690,School District,Round Valley Joint Elementary,Inyo County,2018,Percent,S
06633690,School District,Round Valley Joint Elementary,Inyo County,2017,Number,11
06633690,School District,Round Valley Joint Elementary,Inyo County,2017,Percent,S
06633690,School District,Round Valley Joint Elementary,Inyo County,2016,Number,10
06633690,School District,Round Valley Joint Elementary,Inyo County,2016,Percent,S
06633690,School District,Round Valley Joint Elementary,Inyo County,2015,Number,16
06633690,School District,Round Valley Joint Elementary,Inyo County,2015,Percent,S
06633690,School District,Round Valley Joint Elementary,Inyo County,2014,Number,12
06633690,School District,Round Valley Joint Elementary,Inyo County,2014,Percent,S
06633690,School District,Round Valley Joint Elementary,Inyo County,2013,Number,11
06633690,School District,Round Valley Joint Elementary,Inyo County,2013,Percent,S
06633690,School District,Round Valley Joint Elementary,Inyo County,2012,Number,11
06633690,School District,Round Valley Joint Elementary,Inyo County,2012,Percent,S
06633690,School District,Round Valley Joint Elementary,Inyo County,2011,Number,S
06633690,School District,Round Valley Joint Elementary,Inyo County,2011,Percent,S
06603270,School District,Arvin Union,Kern County,2011,Number,370
06603270,School District,Arvin Union,Kern County,2011,Percent,11.2
06603270,School District,Arvin Union,Kern County,2012,Number,366
06603270,School District,Arvin Union,Kern County,2012,Percent,11.5
06603270,School District,Arvin Union,Kern County,2013,Number,333
06603270,School District,Arvin Union,Kern County,2013,Percent,10.5
06603270,School District,Arvin Union,Kern County,2014,Number,326
06603270,School District,Arvin Union,Kern County,2014,Percent,10.3
06603270,School District,Arvin Union,Kern County,2015,Number,316
06603270,School District,Arvin Union,Kern County,2015,Percent,10.2
06603270,School District,Arvin Union,Kern County,2016,Number,302
06603270,School District,Arvin Union,Kern County,2016,Percent,9.8
06603270,School District,Arvin Union,Kern County,2017,Number,295
06603270,School District,Arvin Union,Kern County,2017,Percent,9.7
06603270,School District,Arvin Union,Kern County,2018,Number,296
06603270,School District,Arvin Union,Kern County,2018,Percent,9.7
06603270,School District,Arvin Union,Kern County,2019,Number,316
06603270,School District,Arvin Union,Kern County,2019,Percent,10.2
06603630,School District,Bakersfield City,Kern County,2019,Number,"3,613"
06603630,School District,Bakersfield City,Kern County,2019,Percent,11.7
06603630,School District,Bakersfield City,Kern County,2018,Number,"3,325"
06603630,School District,Bakersfield City,Kern County,2018,Percent,10.8
06603630,School District,Bakersfield City,Kern County,2017,Number,"3,156"
06603630,School District,Bakersfield City,Kern County,2017,Percent,10.4
06603630,School District,Bakersfield City,Kern County,2016,Number,"3,003"
06603630,School District,Bakersfield City,Kern County,2016,Percent,9.9
06603630,School District,Bakersfield City,Kern County,2015,Number,"2,948"
06603630,School District,Bakersfield City,Kern County,2015,Percent,9.8
06603630,School District,Bakersfield City,Kern County,2014,Number,"2,888"
06603630,School District,Bakersfield City,Kern County,2014,Percent,9.7
06603630,School District,Bakersfield City,Kern County,2013,Number,"2,756"
06603630,School District,Bakersfield City,Kern County,2013,Percent,9.5
06603630,School District,Bakersfield City,Kern County,2012,Number,"2,594"
06603630,School District,Bakersfield City,Kern County,2012,Percent,9.2
06603630,School District,Bakersfield City,Kern County,2011,Number,"2,551"
06603630,School District,Bakersfield City,Kern County,2011,Percent,9.2
06604260,School District,Beardsley Elementary,Kern County,2011,Number,190
06604260,School District,Beardsley Elementary,Kern County,2011,Percent,11.1
06604260,School District,Beardsley Elementary,Kern County,2012,Number,184
06604260,School District,Beardsley Elementary,Kern County,2012,Percent,10.8
06604260,School District,Beardsley Elementary,Kern County,2013,Number,181
06604260,School District,Beardsley Elementary,Kern County,2013,Percent,10.5
06604260,School District,Beardsley Elementary,Kern County,2014,Number,211
06604260,School District,Beardsley Elementary,Kern County,2014,Percent,11.9
06604260,School District,Beardsley Elementary,Kern County,2015,Number,207
06604260,School District,Beardsley Elementary,Kern County,2015,Percent,11.8
06604260,School District,Beardsley Elementary,Kern County,2016,Number,236
06604260,School District,Beardsley Elementary,Kern County,2016,Percent,13.2
06604260,School District,Beardsley Elementary,Kern County,2017,Number,251
06604260,School District,Beardsley Elementary,Kern County,2017,Percent,13.9
06604260,School District,Beardsley Elementary,Kern County,2018,Number,275
06604260,School District,Beardsley Elementary,Kern County,2018,Percent,14.4
06604260,School District,Beardsley Elementary,Kern County,2019,Number,278
06604260,School District,Beardsley Elementary,Kern County,2019,Percent,14.5
06604560,School District,Belridge Elementary,Kern County,2019,Number,S
06604560,School District,Belridge Elementary,Kern County,2019,Percent,S
06604560,School District,Belridge Elementary,Kern County,2018,Number,S
06604560,School District,Belridge Elementary,Kern County,2018,Percent,S
06604560,School District,Belridge Elementary,Kern County,2017,Number,S
06604560,School District,Belridge Elementary,Kern County,2017,Percent,S
06604560,School District,Belridge Elementary,Kern County,2016,Number,S
06604560,School District,Belridge Elementary,Kern County,2016,Percent,S
06604560,School District,Belridge Elementary,Kern County,2015,Number,S
06604560,School District,Belridge Elementary,Kern County,2015,Percent,S
06604560,School District,Belridge Elementary,Kern County,2014,Number,N_A
06604560,School District,Belridge Elementary,Kern County,2014,Percent,N_A
06604560,School District,Belridge Elementary,Kern County,2013,Number,S
06604560,School District,Belridge Elementary,Kern County,2013,Percent,S
06604560,School District,Belridge Elementary,Kern County,2012,Number,S
06604560,School District,Belridge Elementary,Kern County,2012,Percent,S
06604560,School District,Belridge Elementary,Kern County,2011,Number,S
06604560,School District,Belridge Elementary,Kern County,2011,Percent,S
06605250,School District,Blake Elementary,Kern County,2011,Number,N_A
06605250,School District,Blake Elementary,Kern County,2011,Percent,N_A
06605250,School District,Blake Elementary,Kern County,2012,Number,N_A
06605250,School District,Blake Elementary,Kern County,2012,Percent,N_A
06605250,School District,Blake Elementary,Kern County,2013,Number,S
06605250,School District,Blake Elementary,Kern County,2013,Percent,S
06605250,School District,Blake Elementary,Kern County,2014,Number,S
06605250,School District,Blake Elementary,Kern County,2014,Percent,S
06605250,School District,Blake Elementary,Kern County,2015,Number,S
06605250,School District,Blake Elementary,Kern County,2015,Percent,S
06605250,School District,Blake Elementary,Kern County,2016,Number,S
06605250,School District,Blake Elementary,Kern County,2016,Percent,S
06605250,School District,Blake Elementary,Kern County,2017,Number,S
06605250,School District,Blake Elementary,Kern County,2017,Percent,S
06605250,School District,Blake Elementary,Kern County,2018,Number,S
06605250,School District,Blake Elementary,Kern County,2018,Percent,S
06605250,School District,Blake Elementary,Kern County,2019,Number,S
06605250,School District,Blake Elementary,Kern County,2019,Percent,S
06606720,School District,Buttonwillow Union Elementary,Kern County,2019,Number,44
06606720,School District,Buttonwillow Union Elementary,Kern County,2019,Percent,13.5
06606720,School District,Buttonwillow Union Elementary,Kern County,2018,Number,41
06606720,School District,Buttonwillow Union Elementary,Kern County,2018,Percent,11.9
06606720,School District,Buttonwillow Union Elementary,Kern County,2017,Number,46
06606720,School District,Buttonwillow Union Elementary,Kern County,2017,Percent,12.3
06606720,School District,Buttonwillow Union Elementary,Kern County,2016,Number,51
06606720,School District,Buttonwillow Union Elementary,Kern County,2016,Percent,13.5
06606720,School District,Buttonwillow Union Elementary,Kern County,2014,Number,49
06606720,School District,Buttonwillow Union Elementary,Kern County,2014,Percent,14.5
06606720,School District,Buttonwillow Union Elementary,Kern County,2015,Number,48
06606720,School District,Buttonwillow Union Elementary,Kern County,2015,Percent,14.0
06606720,School District,Buttonwillow Union Elementary,Kern County,2013,Number,49
06606720,School District,Buttonwillow Union Elementary,Kern County,2013,Percent,14.3
06606720,School District,Buttonwillow Union Elementary,Kern County,2012,Number,59
06606720,School District,Buttonwillow Union Elementary,Kern County,2012,Percent,15.8
06606720,School District,Buttonwillow Union Elementary,Kern County,2011,Number,66
06606720,School District,Buttonwillow Union Elementary,Kern County,2011,Percent,17.7
06606960,School District,Caliente Union Elementary,Kern County,2011,Number,11
06606960,School District,Caliente Union Elementary,Kern County,2011,Percent,S
06606960,School District,Caliente Union Elementary,Kern County,2012,Number,12
06606960,School District,Caliente Union Elementary,Kern County,2012,Percent,S
06606960,School District,Caliente Union Elementary,Kern County,2013,Number,S
06606960,School District,Caliente Union Elementary,Kern County,2013,Percent,S
06606960,School District,Caliente Union Elementary,Kern County,2014,Number,11
06606960,School District,Caliente Union Elementary,Kern County,2014,Percent,S
06606960,School District,Caliente Union Elementary,Kern County,2016,Number,S
06606960,School District,Caliente Union Elementary,Kern County,2016,Percent,S
06606960,School District,Caliente Union Elementary,Kern County,2015,Number,S
06606960,School District,Caliente Union Elementary,Kern County,2015,Percent,S
06606960,School District,Caliente Union Elementary,Kern County,2017,Number,S
06606960,School District,Caliente Union Elementary,Kern County,2017,Percent,S
06606960,School District,Caliente Union Elementary,Kern County,2018,Number,S
06606960,School District,Caliente Union Elementary,Kern County,2018,Percent,S
06606960,School District,Caliente Union Elementary,Kern County,2019,Number,S
06606960,School District,Caliente Union Elementary,Kern County,2019,Percent,S
06610860,School District,Delano Joint Union High,Kern County,2019,Number,384
06610860,School District,Delano Joint Union High,Kern County,2019,Percent,9.1
06610860,School District,Delano Joint Union High,Kern County,2018,Number,391
06610860,School District,Delano Joint Union High,Kern County,2018,Percent,9.1
06610860,School District,Delano Joint Union High,Kern County,2017,Number,384
06610860,School District,Delano Joint Union High,Kern County,2017,Percent,9.1
06610860,School District,Delano Joint Union High,Kern County,2016,Number,367
06610860,School District,Delano Joint Union High,Kern County,2016,Percent,8.7
06610860,School District,Delano Joint Union High,Kern County,2015,Number,370
06610860,School District,Delano Joint Union High,Kern County,2015,Percent,8.7
06610860,School District,Delano Joint Union High,Kern County,2013,Number,349
06610860,School District,Delano Joint Union High,Kern County,2013,Percent,8.1
06610860,School District,Delano Joint Union High,Kern County,2014,Number,342
06610860,School District,Delano Joint Union High,Kern County,2014,Percent,8.1
06610860,School District,Delano Joint Union High,Kern County,2012,Number,335
06610860,School District,Delano Joint Union High,Kern County,2012,Percent,7.7
06610860,School District,Delano Joint Union High,Kern County,2011,Number,358
06610860,School District,Delano Joint Union High,Kern County,2011,Percent,8.1
06611130,School District,Di Giorgio Elementary,Kern County,2011,Number,16
06611130,School District,Di Giorgio Elementary,Kern County,2011,Percent,S
06611130,School District,Di Giorgio Elementary,Kern County,2012,Number,15
06611130,School District,Di Giorgio Elementary,Kern County,2012,Percent,S
06611130,School District,Di Giorgio Elementary,Kern County,2014,Number,16
06611130,School District,Di Giorgio Elementary,Kern County,2014,Percent,S
06611130,School District,Di Giorgio Elementary,Kern County,2013,Number,14
06611130,School District,Di Giorgio Elementary,Kern County,2013,Percent,S
06611130,School District,Di Giorgio Elementary,Kern County,2015,Number,14
06611130,School District,Di Giorgio Elementary,Kern County,2015,Percent,S
06611130,School District,Di Giorgio Elementary,Kern County,2016,Number,12
06611130,School District,Di Giorgio Elementary,Kern County,2016,Percent,S
06611130,School District,Di Giorgio Elementary,Kern County,2017,Number,15
06611130,School District,Di Giorgio Elementary,Kern County,2017,Percent,S
06611130,School District,Di Giorgio Elementary,Kern County,2018,Number,17
06611130,School District,Di Giorgio Elementary,Kern County,2018,Percent,S
06611130,School District,Di Giorgio Elementary,Kern County,2019,Number,17
06611130,School District,Di Giorgio Elementary,Kern County,2019,Percent,S
06611940,School District,Edison Elementary,Kern County,2019,Number,91
06611940,School District,Edison Elementary,Kern County,2019,Percent,8.7
06611940,School District,Edison Elementary,Kern County,2018,Number,96
06611940,School District,Edison Elementary,Kern County,2018,Percent,9.2
06611940,School District,Edison Elementary,Kern County,2017,Number,94
06611940,School District,Edison Elementary,Kern County,2017,Percent,8.9
06611940,School District,Edison Elementary,Kern County,2016,Number,95
06611940,School District,Edison Elementary,Kern County,2016,Percent,8.8
06611940,School District,Edison Elementary,Kern County,2015,Number,101
06611940,School District,Edison Elementary,Kern County,2015,Percent,9.6
06611940,School District,Edison Elementary,Kern County,2013,Number,92
06611940,School District,Edison Elementary,Kern County,2013,Percent,8.0
06611940,School District,Edison Elementary,Kern County,2014,Number,93
06611940,School District,Edison Elementary,Kern County,2014,Percent,8.4
06611940,School District,Edison Elementary,Kern County,2012,Number,84
06611940,School District,Edison Elementary,Kern County,2012,Percent,7.5
06611940,School District,Edison Elementary,Kern County,2011,Number,85
06611940,School District,Edison Elementary,Kern County,2011,Percent,7.8
06600026,School District,El Tejon Unified,Kern County,2011,Number,158
06600026,School District,El Tejon Unified,Kern County,2011,Percent,13.9
06600026,School District,El Tejon Unified,Kern County,2012,Number,139
06600026,School District,El Tejon Unified,Kern County,2012,Percent,13.6
06600026,School District,El Tejon Unified,Kern County,2013,Number,136
06600026,School District,El Tejon Unified,Kern County,2013,Percent,14.8
06600026,School District,El Tejon Unified,Kern County,2014,Number,116
06600026,School District,El Tejon Unified,Kern County,2014,Percent,14.9
06600026,School District,El Tejon Unified,Kern County,2015,Number,110
06600026,School District,El Tejon Unified,Kern County,2015,Percent,14.8
06600026,School District,El Tejon Unified,Kern County,2016,Number,100
06600026,School District,El Tejon Unified,Kern County,2016,Percent,13.1
06600026,School District,El Tejon Unified,Kern County,2018,Number,118
06600026,School District,El Tejon Unified,Kern County,2018,Percent,15.6
06600026,School District,El Tejon Unified,Kern County,2017,Number,111
06600026,School District,El Tejon Unified,Kern County,2017,Percent,14.1
06600026,School District,El Tejon Unified,Kern County,2019,Number,125
06600026,School District,El Tejon Unified,Kern County,2019,Percent,16.7
06612360,School District,Elk Hills Elementary,Kern County,2019,Number,18
06612360,School District,Elk Hills Elementary,Kern County,2019,Percent,S
06612360,School District,Elk Hills Elementary,Kern County,2018,Number,17
06612360,School District,Elk Hills Elementary,Kern County,2018,Percent,S
06612360,School District,Elk Hills Elementary,Kern County,2017,Number,S
06612360,School District,Elk Hills Elementary,Kern County,2017,Percent,S
06612360,School District,Elk Hills Elementary,Kern County,2016,Number,S
06612360,School District,Elk Hills Elementary,Kern County,2016,Percent,S
06612360,School District,Elk Hills Elementary,Kern County,2015,Number,S
06612360,School District,Elk Hills Elementary,Kern County,2015,Percent,S
06612360,School District,Elk Hills Elementary,Kern County,2013,Number,11
06612360,School District,Elk Hills Elementary,Kern County,2013,Percent,S
06612360,School District,Elk Hills Elementary,Kern County,2014,Number,11
06612360,School District,Elk Hills Elementary,Kern County,2014,Percent,S
06612360,School District,Elk Hills Elementary,Kern County,2012,Number,S
06612360,School District,Elk Hills Elementary,Kern County,2012,Percent,S
06612360,School District,Elk Hills Elementary,Kern County,2011,Number,S
06612360,School District,Elk Hills Elementary,Kern County,2011,Percent,S
06613290,School District,Fairfax Elementary,Kern County,2011,Number,213
06613290,School District,Fairfax Elementary,Kern County,2011,Percent,9.7
06613290,School District,Fairfax Elementary,Kern County,2012,Number,233
06613290,School District,Fairfax Elementary,Kern County,2012,Percent,10.2
06613290,School District,Fairfax Elementary,Kern County,2014,Number,295
06613290,School District,Fairfax Elementary,Kern County,2014,Percent,12.3
06613290,School District,Fairfax Elementary,Kern County,2013,Number,274
06613290,School District,Fairfax Elementary,Kern County,2013,Percent,11.6
06613290,School District,Fairfax Elementary,Kern County,2015,Number,281
06613290,School District,Fairfax Elementary,Kern County,2015,Percent,11.7
06613290,School District,Fairfax Elementary,Kern County,2016,Number,279
06613290,School District,Fairfax Elementary,Kern County,2016,Percent,11.0
06613290,School District,Fairfax Elementary,Kern County,2017,Number,300
06613290,School District,Fairfax Elementary,Kern County,2017,Percent,11.1
06613290,School District,Fairfax Elementary,Kern County,2018,Number,289
06613290,School District,Fairfax Elementary,Kern County,2018,Percent,10.7
06613290,School District,Fairfax Elementary,Kern County,2019,Number,292
06613290,School District,Fairfax Elementary,Kern County,2019,Percent,10.9
06614700,School District,Fruitvale Elementary,Kern County,2019,Number,384
06614700,School District,Fruitvale Elementary,Kern County,2019,Percent,12.1
06614700,School District,Fruitvale Elementary,Kern County,2018,Number,380
06614700,School District,Fruitvale Elementary,Kern County,2018,Percent,11.7
06614700,School District,Fruitvale Elementary,Kern County,2017,Number,316
06614700,School District,Fruitvale Elementary,Kern County,2017,Percent,9.8
06614700,School District,Fruitvale Elementary,Kern County,2016,Number,323
06614700,School District,Fruitvale Elementary,Kern County,2016,Percent,10.0
06614700,School District,Fruitvale Elementary,Kern County,2015,Number,336
06614700,School District,Fruitvale Elementary,Kern County,2015,Percent,10.3
06614700,School District,Fruitvale Elementary,Kern County,2013,Number,308
06614700,School District,Fruitvale Elementary,Kern County,2013,Percent,9.4
06614700,School District,Fruitvale Elementary,Kern County,2014,Number,335
06614700,School District,Fruitvale Elementary,Kern County,2014,Percent,10.1
06614700,School District,Fruitvale Elementary,Kern County,2012,Number,315
06614700,School District,Fruitvale Elementary,Kern County,2012,Percent,9.5
06614700,School District,Fruitvale Elementary,Kern County,2011,Number,282
06614700,School District,Fruitvale Elementary,Kern County,2011,Percent,8.7
06615000,School District,General Shafter Elementary,Kern County,2011,Number,13
06615000,School District,General Shafter Elementary,Kern County,2011,Percent,S
06615000,School District,General Shafter Elementary,Kern County,2012,Number,12
06615000,School District,General Shafter Elementary,Kern County,2012,Percent,S
06615000,School District,General Shafter Elementary,Kern County,2013,Number,12
06615000,School District,General Shafter Elementary,Kern County,2013,Percent,S
06615000,School District,General Shafter Elementary,Kern County,2014,Number,S
06615000,School District,General Shafter Elementary,Kern County,2014,Percent,S
06615000,School District,General Shafter Elementary,Kern County,2015,Number,S
06615000,School District,General Shafter Elementary,Kern County,2015,Percent,S
06615000,School District,General Shafter Elementary,Kern County,2016,Number,S
06615000,School District,General Shafter Elementary,Kern County,2016,Percent,S
06615000,School District,General Shafter Elementary,Kern County,2017,Number,11
06615000,School District,General Shafter Elementary,Kern County,2017,Percent,S
06615000,School District,General Shafter Elementary,Kern County,2018,Number,S
06615000,School District,General Shafter Elementary,Kern County,2018,Percent,S
06615000,School District,General Shafter Elementary,Kern County,2019,Number,10
06615000,School District,General Shafter Elementary,Kern County,2019,Percent,S
06616050,School District,Greenfield Union,Kern County,2019,Number,"1,050"
06616050,School District,Greenfield Union,Kern County,2019,Percent,11.0
06616050,School District,Greenfield Union,Kern County,2018,Number,"1,009"
06616050,School District,Greenfield Union,Kern County,2018,Percent,10.8
06616050,School District,Greenfield Union,Kern County,2017,Number,959
06616050,School District,Greenfield Union,Kern County,2017,Percent,10.2
06616050,School District,Greenfield Union,Kern County,2016,Number,935
06616050,School District,Greenfield Union,Kern County,2016,Percent,10.1
06616050,School District,Greenfield Union,Kern County,2015,Number,945
06616050,School District,Greenfield Union,Kern County,2015,Percent,10.1
06616050,School District,Greenfield Union,Kern County,2014,Number,896
06616050,School District,Greenfield Union,Kern County,2014,Percent,9.8
06616050,School District,Greenfield Union,Kern County,2013,Number,868
06616050,School District,Greenfield Union,Kern County,2013,Percent,9.6
06616050,School District,Greenfield Union,Kern County,2012,Number,856
06616050,School District,Greenfield Union,Kern County,2012,Percent,9.6
06616050,School District,Greenfield Union,Kern County,2011,Number,808
06616050,School District,Greenfield Union,Kern County,2011,Percent,9.9
06619540,School District,Kern High,Kern County,2011,Number,"3,390"
06619540,School District,Kern High,Kern County,2011,Percent,9.1
06619540,School District,Kern High,Kern County,2012,Number,"3,421"
06619540,School District,Kern High,Kern County,2012,Percent,9.1
06619540,School District,Kern High,Kern County,2013,Number,"3,353"
06619540,School District,Kern High,Kern County,2013,Percent,9.0
06619540,School District,Kern High,Kern County,2014,Number,"3,380"
06619540,School District,Kern High,Kern County,2014,Percent,9.1
06619540,School District,Kern High,Kern County,2015,Number,"3,471"
06619540,School District,Kern High,Kern County,2015,Percent,9.3
06619540,School District,Kern High,Kern County,2016,Number,"3,789"
06619540,School District,Kern High,Kern County,2016,Percent,10.0
06619540,School District,Kern High,Kern County,2017,Number,"4,055"
06619540,School District,Kern High,Kern County,2017,Percent,10.5
06619540,School District,Kern High,Kern County,2018,Number,"4,247"
06619540,School District,Kern High,Kern County,2018,Percent,10.7
06619540,School District,Kern High,Kern County,2019,Number,"4,528"
06619540,School District,Kern High,Kern County,2019,Percent,11.2
06619590,School District,Kernville Union Elementary,Kern County,2019,Number,129
06619590,School District,Kernville Union Elementary,Kern County,2019,Percent,14.2
06619590,School District,Kernville Union Elementary,Kern County,2018,Number,134
06619590,School District,Kernville Union Elementary,Kern County,2018,Percent,14.9
06619590,School District,Kernville Union Elementary,Kern County,2017,Number,120
06619590,School District,Kernville Union Elementary,Kern County,2017,Percent,13.6
06619590,School District,Kernville Union Elementary,Kern County,2016,Number,101
06619590,School District,Kernville Union Elementary,Kern County,2016,Percent,11.5
06619590,School District,Kernville Union Elementary,Kern County,2015,Number,90
06619590,School District,Kernville Union Elementary,Kern County,2015,Percent,10.7
06619590,School District,Kernville Union Elementary,Kern County,2014,Number,97
06619590,School District,Kernville Union Elementary,Kern County,2014,Percent,11.9
06619590,School District,Kernville Union Elementary,Kern County,2013,Number,95
06619590,School District,Kernville Union Elementary,Kern County,2013,Percent,12.6
06619590,School District,Kernville Union Elementary,Kern County,2012,Number,86
06619590,School District,Kernville Union Elementary,Kern County,2012,Percent,10.9
06619590,School District,Kernville Union Elementary,Kern County,2011,Number,81
06619590,School District,Kernville Union Elementary,Kern County,2011,Percent,10.2
06620850,School District,Lamont Elementary,Kern County,2011,Number,301
06620850,School District,Lamont Elementary,Kern County,2011,Percent,10.7
06620850,School District,Lamont Elementary,Kern County,2012,Number,279
06620850,School District,Lamont Elementary,Kern County,2012,Percent,9.8
06620850,School District,Lamont Elementary,Kern County,2013,Number,277
06620850,School District,Lamont Elementary,Kern County,2013,Percent,9.7
06620850,School District,Lamont Elementary,Kern County,2014,Number,284
06620850,School District,Lamont Elementary,Kern County,2014,Percent,9.7
06620850,School District,Lamont Elementary,Kern County,2015,Number,273
06620850,School District,Lamont Elementary,Kern County,2015,Percent,9.2
06620850,School District,Lamont Elementary,Kern County,2016,Percent,8.5
06620850,School District,Lamont Elementary,Kern County,2016,Number,258
06620850,School District,Lamont Elementary,Kern County,2017,Number,268
06620850,School District,Lamont Elementary,Kern County,2017,Percent,8.7
06620850,School District,Lamont Elementary,Kern County,2018,Number,275
06620850,School District,Lamont Elementary,Kern County,2018,Percent,8.9
06620850,School District,Lamont Elementary,Kern County,2019,Number,267
06620850,School District,Lamont Elementary,Kern County,2019,Percent,8.8
06621900,School District,Linns Valley_Poso Flat Union,Kern County,2019,Number,S
