Academic Year,LSS Number,LSS Name,School Number,School Name,School Type,Ada504 Pct,Ada504 Cnt,FARMS Pct,FARMS Cnt,English Learner Pct,English Learner Cnt,Migrant Pct,Migrant Cnt,Students with Disabilities Pct,Students with Disabilities Cnt,Title1 Pct,Title1 Cnt,Homeless Pct,Homeless Cnt,Foster Care Pct,Foster Care Cnt,Military Connected Pct,Military Connected Cnt,Economically Disadvantaged Pct,Economically Disadvantaged Cnt,Total Student Cnt,Create Date
2021,01,Allegany,0301,Flintstone Elementary,Elementary,*,*,47.8,96,*,*,*,*,11.9,24,*,*,*,*,*,*,*,*,40.3,81,201,20211020
2021,01,Allegany,0401,South Penn Elementary,Elementary,*,*,69.5,341,*,*,*,*,20.0,98,>= 95.0,*,*,*,*,*,*,*,69.2,340,491,20211020
2021,01,Allegany,0402,John Humbird Elementary,Elementary,*,*,77.9,187,*,*,*,*,17.1,41,>= 95.0,*,*,*,*,*,*,*,77.9,187,240,20211020
2021,01,Allegany,0405,Fort Hill High,High,<= 5.0,*,45.7,301,*,*,*,*,13.7,90,*,*,*,*,*,*,*,*,38.0,250,658,20211020
2021,01,Allegany,0406,Washington Middle,Middle,*,*,54.5,326,*,*,*,*,14.9,89,*,*,*,*,*,*,*,*,46.7,279,598,20211020
2021,01,Allegany,0502,Northeast Elementary,Elementary,*,*,57.1,156,*,*,*,*,12.5,34,>= 95.0,*,*,*,*,*,*,*,45.4,124,273,20211020
2021,01,Allegany,0504,Braddock Middle,Middle,<= 5.0,*,52.2,321,*,*,*,*,12.2,75,*,*,*,*,*,*,*,*,42.8,263,615,20211020
2021,01,Allegany,0601,Center for Career & Technical Education,High,*,*,53.0,133,*,*,*,*,15.9,40,*,*,*,*,*,*,*,*,41.0,103,251,20211020
2021,01,Allegany,0603,West Side Elementary,Elementary,*,*,59.4,180,*,*,*,*,10.6,32,>= 95.0,*,*,*,*,*,*,*,52.8,160,303,20211020
2021,01,Allegany,0606,Allegany High,High,<= 5.0,*,41.0,301,*,*,*,*,8.4,62,*,*,*,*,*,*,*,*,32.9,242,735,20211020
2021,01,Allegany,0701,Cresaptown Elementary,Elementary,*,*,50.7,145,*,*,*,*,17.8,51,>= 95.0,*,*,*,*,*,*,*,41.3,118,286,20211020
2021,01,Allegany,0702,Bel Air Elementary,Elementary,*,*,48.0,107,*,*,*,*,16.1,36,*,*,*,*,*,*,*,*,34.5,77,223,20211020
2021,01,Allegany,0801,Westernport Elementary,Elementary,*,*,52.6,132,*,*,*,*,15.9,40,>= 95.0,*,*,*,*,*,*,*,52.6,132,251,20211020
2021,01,Allegany,0802,Westmar Middle,Middle,*,*,58.7,145,*,*,*,*,17.0,42,*,*,*,*,*,*,*,*,49.0,121,247,20211020
2021,01,Allegany,1001,George's Creek Elementary,Elementary,*,*,52.9,128,*,*,*,*,13.2,32,>= 95.0,*,*,*,*,*,*,*,52.9,128,242,20211020
2021,01,Allegany,1101,Frost Elementary,Elementary,*,*,24.7,47,*,*,*,*,12.1,23,*,*,*,*,*,*,*,*,16.8,32,190,20211020
2021,01,Allegany,1301,Mount Savage Middle,Middle,*,*,44.9,172,*,*,*,*,9.1,35,*,*,*,*,*,*,*,*,34.5,132,383,20211020
2021,01,Allegany,1302,Mt. Savage Elementary,Elementary,*,*,59.8,113,*,*,*,*,18.5,35,>= 95.0,*,*,*,*,*,*,*,46.0,87,189,20211020
2021,01,Allegany,2404,Mountain Ridge High School,High,<= 5.0,*,39.2,300,*,*,*,*,9.7,74,*,*,*,*,*,*,*,*,30.2,231,765,20211020
2021,01,Allegany,2801,Beall Elementary,Elementary,*,*,54.8,249,*,*,*,*,14.3,65,>= 95.0,*,*,*,*,*,*,*,39.6,180,454,20211020
2021,01,Allegany,2901,Cash Valley Elementary,Elementary,*,*,58.0,160,*,*,*,*,25.7,71,>= 95.0,*,*,*,*,*,*,*,48.2,133,276,20211020
2021,01,Allegany,2902,Parkside Elementary,Elementary,*,*,60.3,111,*,*,*,*,18.5,34,*,*,*,*,*,*,*,*,51.6,95,184,20211020
2021,01,Allegany,A,All Allegany Schools,Elementary,<= 5.0,*,56.6,2152,<= 5.0,*,*,*,16.2,616,79.0,3005,<= 5.0,*,<= 5.0,*,<= 5.0,*,49.3,1874,3803,20211020
2021,01,Allegany,A,All Allegany Schools,Middle,<= 5.0,*,52.3,964,*,*,*,*,13.1,241,*,*,*,*,*,*,<= 5.0,*,43.1,795,1843,20211020
2021,01,Allegany,A,All Allegany Schools,High,<= 5.0,*,43.0,1035,*,*,*,*,11.0,266,*,*,*,*,*,*,<= 5.0,*,34.3,826,2409,20211020
2021,01,Allegany,A,All Allegany Schools,All,<= 5.0,*,51.5,4151,<= 5.0,*,*,*,13.9,1123,37.3,3005,<= 5.0,*,<= 5.0,*,<= 5.0,*,43.4,3495,8055,20211020
2021,02,Anne Arundel,1023,Brooklyn Park Middle,Middle,6.7,59,61.3,537,6.4,56,*,*,11.3,99,*,*,<= 5.0,*,*,*,5.1,45,38.7,339,876,20211020
2021,02,Anne Arundel,1033,Glen Burnie High,High,7.0,148,52.5,1110,7.5,159,*,*,10.3,218,*,*,<= 5.0,*,*,*,<= 5.0,*,28.0,592,2113,20211020
2021,02,Anne Arundel,1043,Corkran Middle School,Middle,7.7,49,61.1,389,10.2,65,*,*,10.4,66,*,*,*,*,*,*,<= 5.0,*,33.6,214,637,20211020
2021,02,Anne Arundel,1053,Lindale Middle,Middle,6.0,72,55.1,663,6.0,72,*,*,10.5,127,*,*,<= 5.0,*,*,*,<= 5.0,*,31.1,375,1204,20211020
2021,02,Anne Arundel,1063,Marley Middle,Middle,5.7,55,64.3,621,9.1,88,*,*,12.5,121,*,*,<= 5.0,*,*,*,<= 5.0,*,38.0,367,966,20211020
2021,02,Anne Arundel,1082,Belle Grove Elementary,Elementary,<= 5.0,*,81.8,243,17.2,51,*,*,10.4,31,>= 95.0,*,*,*,*,*,*,*,55.6,165,297,20211020
2021,02,Anne Arundel,1092,Brooklyn Park Elementary,Elementary,<= 5.0,*,70.2,315,16.0,72,*,*,12.5,56,22.9,103,*,*,*,*,<= 5.0,*,43.7,196,449,20211020
2021,02,Anne Arundel,1102,Ferndale Early Education Center,Elementary,*,*,57.4,58,*,*,*,*,41.6,42,*,*,*,*,*,*,*,*,38.6,39,101,20211020
2021,02,Anne Arundel,1102,Ferndale Early Education Center,All,*,*,57.4,58,*,*,*,*,41.6,42,*,*,*,*,*,*,*,*,38.6,39,101,20211020
2021,02,Anne Arundel,1112,George T. Cromwell Elementary,Elementary,<= 5.0,*,58.8,197,15.2,51,*,*,17.9,60,21.2,71,*,*,*,*,<= 5.0,*,30.1,101,335,20211020
2021,02,Anne Arundel,1122,Freetown Elementary,Elementary,<= 5.0,*,70.1,356,11.4,58,*,*,14.8,75,>= 95.0,*,<= 5.0,*,*,*,<= 5.0,*,47.2,240,508,20211020
2021,02,Anne Arundel,1132,Glendale Elementary,Elementary,<= 5.0,*,67.1,296,17.2,76,*,*,18.1,80,24.0,106,*,*,*,*,*,*,38.5,170,441,20211020
2021,02,Anne Arundel,1142,Hilltop Elementary,Elementary,<= 5.0,*,80.1,462,19.2,111,*,*,10.1,58,>= 95.0,*,<= 5.0,*,*,*,<= 5.0,*,50.8,293,577,20211020
2021,02,Anne Arundel,1152,Linthicum Elementary,Elementary,<= 5.0,*,29.5,130,<= 5.0,*,*,*,14.8,65,*,*,<= 5.0,*,*,*,<= 5.0,*,21.8,96,440,20211020
2021,02,Anne Arundel,1162,Marley Elementary,Elementary,<= 5.0,*,54.8,430,16.8,132,*,*,10.7,84,28.8,226,<= 5.0,*,*,*,8.3,65,31.1,244,784,20211020
2021,02,Anne Arundel,1172,North Glen Elementary,Elementary,*,*,71.1,219,18.8,58,*,*,14.3,44,22.7,70,*,*,*,*,*,*,44.8,138,308,20211020
2021,02,Anne Arundel,1182,Oakwood Elementary,Elementary,*,*,55.6,190,9.9,34,*,*,20.8,71,14.9,51,*,*,*,*,<= 5.0,*,36.0,123,342,20211020
2021,02,Anne Arundel,1192,Overlook Elementary,Elementary,<= 5.0,*,55.1,195,11.6,41,*,*,13.6,48,26.8,95,*,*,*,*,*,*,35.6,126,354,20211020
2021,02,Anne Arundel,1202,Park Elementary,Elementary,<= 5.0,*,83.4,433,18.3,95,*,*,9.1,47,>= 95.0,*,*,*,*,*,*,*,52.8,274,519,20211020
2021,02,Anne Arundel,1212,Point Pleasant Elementary,Elementary,*,*,61.3,307,9.0,45,*,*,16.2,81,20.6,103,<= 5.0,*,*,*,<= 5.0,*,36.5,183,501,20211020
2021,02,Anne Arundel,1232,Quarterfield Elementary,Elementary,<= 5.0,*,45.8,201,12.8,56,*,*,15.3,67,*,*,*,*,*,*,6.6,29,28.0,123,439,20211020
2021,02,Anne Arundel,1242,Richard Henry Lee Elementary,Elementary,<= 5.0,*,61.0,281,17.6,81,*,*,11.7,54,43.0,198,*,*,*,*,<= 5.0,*,35.4,163,461,20211020
2021,02,Anne Arundel,1262,Woodside Elementary,Elementary,*,*,74.0,251,28.0,95,*,*,15.0,51,>= 95.0,*,*,*,*,*,*,*,37.5,127,339,20211020
2021,02,Anne Arundel,1274,Marley Glen School,Elementary,*,*,36.8,39,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,10.4,11,28.3,30,106,20211020
2021,02,Anne Arundel,1274,Marley Glen School,Middle,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,20211020
2021,02,Anne Arundel,1274,Marley Glen School,High,*,*,*,*,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,*,*,*,*,*,20211020
2021,02,Anne Arundel,1274,Marley Glen School,All,*,*,38.6,49,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,10.2,13,27.6,35,127,20211020
2021,02,Anne Arundel,1323,North County High,High,6.1,143,57.8,1349,7.2,168,*,*,9.5,222,*,*,<= 5.0,*,*,*,<= 5.0,*,30.8,719,2333,20211020
2021,02,Anne Arundel,2013,Severna Park High,High,12.5,235,5.9,111,*,*,*,*,5.6,106,*,*,*,*,*,*,9.9,187,<= 5.0,*,1881,20211020
2021,02,Anne Arundel,2023,Northeast High,High,9.1,122,33.8,456,<= 5.0,*,*,*,10.3,139,*,*,<= 5.0,*,*,*,6.4,86,21.7,292,1348,20211020
2021,02,Anne Arundel,2033,George Fox Middle,Middle,6.3,56,41.2,366,<= 5.0,*,*,*,11.8,105,*,*,<= 5.0,*,*,*,6.0,53,28.2,251,889,20211020
2021,02,Anne Arundel,2043,Severna Park Middle,Middle,10.3,144,7.3,102,<= 5.0,*,*,*,7.1,100,*,*,*,*,*,*,8.3,117,<= 5.0,*,1402,20211020
2021,02,Anne Arundel,2052,Arnold Elementary,Elementary,<= 5.0,*,12.6,60,<= 5.0,*,*,*,6.7,32,*,*,*,*,*,*,17.5,83,8.4,40,475,20211020
2021,02,Anne Arundel,2062,Belvedere Elementary,Elementary,6.3,31,13.3,65,<= 5.0,*,*,*,16.1,79,*,*,*,*,*,*,8.6,42,8.6,42,490,20211020
2021,02,Anne Arundel,2072,Benfield Elementary,Elementary,6.6,26,5.8,23,*,*,*,*,13.5,53,*,*,*,*,*,*,7.1,28,<= 5.0,*,394,20211020
2021,02,Anne Arundel,2082,Bodkin Elementary,Elementary,<= 5.0,*,13.0,62,*,*,*,*,10.0,48,*,*,*,*,*,*,9.4,45,10.3,49,478,20211020
2021,02,Anne Arundel,2092,Cape St. Claire Elementary,Elementary,5.3,29,9.5,52,<= 5.0,*,*,*,10.0,55,*,*,*,*,*,*,8.9,49,<= 5.0,*,549,20211020
2021,02,Anne Arundel,2102,Folger Mckinsey Elementary,Elementary,5.4,30,5.7,32,*,*,*,*,5.7,32,*,*,*,*,*,*,6.3,35,<= 5.0,*,560,20211020
2021,02,Anne Arundel,2112,Fort Smallwood Elementary,Elementary,6.8,31,14.4,66,*,*,*,*,14.0,64,*,*,*,*,*,*,<= 5.0,*,10.1,46,457,20211020
2021,02,Anne Arundel,2132,High Point Elementary,Elementary,<= 5.0,*,48.7,320,6.5,43,*,*,8.1,53,*,*,<= 5.0,*,*,*,5.9,39,32.7,215,657,20211020
2021,02,Anne Arundel,2142,Jacobsville Elementary,Elementary,<= 5.0,*,27.5,143,<= 5.0,*,*,*,15.2,79,*,*,*,*,*,*,<= 5.0,*,19.4,101,520,20211020
2021,02,Anne Arundel,2152,Jones Elementary,Elementary,5.7,16,10.6,30,<= 5.0,*,*,*,6.0,17,*,*,*,*,*,*,<= 5.0,*,5.7,16,282,20211020
2021,02,Anne Arundel,2162,Lake Shore Elementary,Elementary,<= 5.0,*,24.4,76,*,*,*,*,9.6,30,*,*,*,*,*,*,<= 5.0,*,16.4,51,311,20211020
2021,02,Anne Arundel,2172,Oak Hill Elementary,Elementary,<= 5.0,*,6.3,40,<= 5.0,*,*,*,7.7,49,*,*,*,*,*,*,7.4,47,5.2,33,633,20211020
2021,02,Anne Arundel,2182,Pasadena Elementary,Elementary,6.4,22,21.6,74,<= 5.0,*,*,*,14.6,50,*,*,*,*,*,*,<= 5.0,*,15.7,54,343,20211020
2021,02,Anne Arundel,2192,Riviera Beach Elementary,Elementary,<= 5.0,*,40.9,110,*,*,*,*,14.1,38,*,*,*,*,*,*,5.9,16,25.3,68,269,20211020
2021,02,Anne Arundel,2202,Severna Park Elementary,Elementary,6.6,25,7.9,30,<= 5.0,*,*,*,7.4,28,*,*,*,*,*,*,6.3,24,6.6,25,379,20211020
2021,02,Anne Arundel,2212,Solley Elementary,Elementary,<= 5.0,*,34.1,241,5.7,40,*,*,11.3,80,*,*,*,*,*,*,10.6,75,22.5,159,706,20211020
2021,02,Anne Arundel,2222,Sunset Elementary,Elementary,5.6,23,32.3,132,*,*,*,*,8.8,36,*,*,*,*,*,*,<= 5.0,*,23.5,96,409,20211020
2021,02,Anne Arundel,2233,Anne Arundel Evening High,High,15.7,39,*,*,13.7,34,*,*,20.6,51,*,*,*,*,*,*,*,*,*,*,248,20211020
2021,02,Anne Arundel,2243,Magothy River Middle,Middle,9.4,67,13.6,97,<= 5.0,*,*,*,7.3,52,*,*,*,*,*,*,11.1,79,6.3,45,712,20211020
2021,02,Anne Arundel,2273,Chesapeake High,High,8.4,122,20.6,299,*,*,*,*,12.7,185,*,*,<= 5.0,*,*,*,5.3,77,12.4,180,1451,20211020
2021,02,Anne Arundel,2322,Broadneck Elementary,Elementary,<= 5.0,*,15.4,114,<= 5.0,*,*,*,5.8,43,*,*,*,*,*,*,<= 5.0,*,10.3,76,738,20211020
2021,02,Anne Arundel,2363,Broadneck High,High,13.2,294,13.7,305,<= 5.0,*,*,*,6.1,136,*,*,<= 5.0,*,*,*,10.4,232,7.1,159,2229,20211020
2021,02,Anne Arundel,2372,Windsor Farm Elementary,Elementary,<= 5.0,*,26.8,135,8.1,41,*,*,7.5,38,*,*,*,*,*,*,6.9,35,16.3,82,504,20211020
2021,02,Anne Arundel,2413,Severn River Middle,Middle,9.0,72,16.3,130,<= 5.0,*,*,*,8.3,66,*,*,*,*,*,*,12.1,97,9.0,72,800,20211020
2021,02,Anne Arundel,2423,Chesapeake Bay Middle,Middle,10.1,110,24.1,263,<= 5.0,*,*,*,14.2,155,*,*,*,*,*,*,<= 5.0,*,16.5,180,1093,20211020
2021,02,Anne Arundel,2432,Shipley's Choice Elementary,Elementary,6.0,22,*,*,*,*,*,*,6.6,24,*,*,*,*,*,*,<= 5.0,*,*,*,366,20211020
2021,02,Anne Arundel,3013,Arundel High,High,9.3,174,21.1,397,<= 5.0,*,*,*,9.0,169,*,*,*,*,*,*,10.9,204,12.0,226,1879,20211020
2021,02,Anne Arundel,3023,Arundel Middle,Middle,8.3,92,21.9,244,<= 5.0,*,*,*,8.6,96,*,*,*,*,*,*,13.9,155,13.0,145,1114,20211020
2021,02,Anne Arundel,3033,MacArthur Middle,Middle,5.5,49,49.9,443,<= 5.0,*,*,*,10.9,97,*,*,<= 5.0,*,*,*,25.0,222,29.0,257,887,20211020
2021,02,Anne Arundel,3062,Brock Bridge Elementary,Elementary,*,*,68.2,366,34.1,183,*,*,12.1,65,27.0,145,<= 5.0,*,*,*,*,*,30.0,161,537,20211020
2021,02,Anne Arundel,3063,Crofton High School,High,9.3,73,14.4,113,<= 5.0,*,*,*,5.9,46,*,*,*,*,*,*,9.0,71,<= 5.0,*,785,20211020
2021,02,Anne Arundel,3072,Crofton Elementary,Elementary,<= 5.0,*,9.5,61,<= 5.0,*,*,*,9.6,62,*,*,*,*,*,*,12.9,83,5.9,38,644,20211020
2021,02,Anne Arundel,3082,Crofton Woods Elementary,Elementary,<= 5.0,*,8.4,60,<= 5.0,*,*,*,6.4,46,*,*,*,*,*,*,10.4,75,<= 5.0,*,718,20211020
2021,02,Anne Arundel,3092,Seven Oaks Elementary,Elementary,<= 5.0,*,51.0,249,<= 5.0,*,*,*,9.4,46,*,*,*,*,*,*,12.9,63,34.2,167,488,20211020
2021,02,Anne Arundel,3102,Hebron - Harman Elementary,Elementary,*,*,49.9,345,16.6,115,*,*,8.4,58,13.2,91,*,*,*,*,8.5,59,34.4,238,691,20211020
2021,02,Anne Arundel,3112,Jessup Elementary,Elementary,*,*,41.2,228,16.4,91,*,*,16.6,92,*,*,*,*,*,*,7.4,41,20.9,116,554,20211020
2021,02,Anne Arundel,3122,Manor View Elementary,Elementary,5.8,13,31.8,71,<= 5.0,*,*,*,11.7,26,*,*,*,*,*,*,56.1,125,<= 5.0,*,223,20211020
2021,02,Anne Arundel,3132,Maryland City Elementary,Elementary,*,*,80.8,324,38.2,153,*,*,7.5,30,>= 95.0,*,*,*,*,*,*,*,27.4,110,401,20211020
2021,02,Anne Arundel,3142,Meade Heights Elementary,Elementary,*,*,52.4,205,<= 5.0,*,*,*,16.6,65,>= 95.0,*,<= 5.0,*,*,*,15.3,60,36.1,141,391,20211020
2021,02,Anne Arundel,3152,Van Bokkelen Elementary,Elementary,*,*,83.2,331,18.8,75,*,*,7.0,28,>= 95.0,*,*,*,*,*,*,*,60.1,239,398,20211020
2021,02,Anne Arundel,3162,Millersville Elementary,Elementary,<= 5.0,*,16.0,55,*,*,*,*,9.9,34,*,*,*,*,*,*,7.0,24,8.2,28,343,20211020
2021,02,Anne Arundel,3172,Odenton Elementary,Elementary,<= 5.0,*,43.5,236,12.3,67,*,*,15.8,86,*,*,<= 5.0,*,*,*,10.3,56,28.4,154,543,20211020
2021,02,Anne Arundel,3182,Pershing Hill Elementary,Elementary,<= 5.0,*,25.6,126,<= 5.0,*,*,*,16.1,79,*,*,*,*,*,*,91.3,449,<= 5.0,*,492,20211020
2021,02,Anne Arundel,3192,Ridgeway Elementary,Elementary,<= 5.0,*,26.7,165,7.6,47,*,*,11.3,70,*,*,*,*,*,*,13.6,84,15.8,98,619,20211020
2021,02,Anne Arundel,3202,Severn Elementary,Elementary,<= 5.0,*,38.9,211,7.6,41,*,*,8.7,47,*,*,*,*,*,*,9.9,54,24.5,133,543,20211020
2021,02,Anne Arundel,3212,South Shore Elementary,Elementary,*,*,29.9,82,12.8,35,*,*,8.8,24,*,*,*,*,*,*,6.2,17,12.8,35,274,20211020
2021,02,Anne Arundel,3222,Waugh Chapel Elementary,Elementary,<= 5.0,*,21.8,134,5.4,33,*,*,11.5,71,*,*,*,*,*,*,12.7,78,14.5,89,615,20211020
2021,02,Anne Arundel,3232,West Meade Early Education Center,Elementary,*,*,21.5,44,*,*,*,*,14.6,30,*,*,*,*,*,*,40.0,82,*,*,205,20211020
2021,02,Anne Arundel,3232,West Meade Early Education Center,All,*,*,21.5,44,*,*,*,*,14.6,30,*,*,*,*,*,*,40.0,82,*,*,205,20211020
2021,02,Anne Arundel,3242,Piney Orchard Elementary,Elementary,<= 5.0,*,15.9,128,<= 5.0,*,*,*,7.7,62,*,*,*,*,*,*,16.0,129,11.4,92,805,20211020
2021,02,Anne Arundel,3263,Crofton Middle,Middle,7.4,99,15.1,203,<= 5.0,*,*,*,6.2,84,*,*,*,*,*,*,10.0,134,8.6,116,1345,20211020
2021,02,Anne Arundel,3272,Four Seasons Elementary,Elementary,5.6,37,12.3,81,<= 5.0,*,*,*,12.5,82,*,*,*,*,*,*,18.6,122,8.5,56,656,20211020
2021,02,Anne Arundel,3282,Nantucket Elementary,Elementary,<= 5.0,*,20.1,141,7.7,54,*,*,7.4,52,*,*,*,*,*,*,9.0,63,11.6,81,701,20211020
2021,02,Anne Arundel,3323,Meade High,High,6.7,138,52.5,1085,9.2,191,*,*,10.4,214,*,*,<= 5.0,*,*,*,10.0,207,25.2,520,2065,20211020
2021,02,Anne Arundel,3333,Old Mill Middle North,Middle,6.9,72,52.7,546,5.5,57,*,*,10.8,112,*,*,*,*,*,*,7.1,74,31.4,326,1037,20211020
2021,02,Anne Arundel,3343,Old Mill Middle South,Middle,6.5,66,37.6,381,5.1,52,*,*,10.1,102,*,*,*,*,*,*,6.3,64,21.9,222,1012,20211020
2021,02,Anne Arundel,3353,Old Mill High,High,6.7,158,41.4,975,<= 5.0,*,*,*,11.2,263,*,*,<= 5.0,*,*,*,5.6,133,23.7,558,2356,20211020
2021,02,Anne Arundel,3362,Crofton Meadows Elementary,Elementary,<= 5.0,*,20.0,105,<= 5.0,*,*,*,7.8,41,*,*,*,*,*,*,10.1,53,14.3,75,526,20211020
2021,02,Anne Arundel,3372,Glen Burnie Park Elementary,Elementary,<= 5.0,*,69.6,355,19.0,97,*,*,8.6,44,23.5,120,*,*,*,*,*,*,43.1,220,510,20211020
2021,02,Anne Arundel,3382,Southgate Elementary,Elementary,<= 5.0,*,54.2,394,10.3,75,*,*,8.4,61,23.0,167,*,*,*,*,<= 5.0,*,37.3,271,727,20211020
2021,02,Anne Arundel,3392,Rippling Woods Elementary,Elementary,<= 5.0,*,65.8,374,10.2,58,*,*,11.3,64,22.9,130,*,*,*,*,*,*,46.8,266,568,20211020
2021,02,Anne Arundel,3414,Ruth Parker Eason School,Elementary,*,*,53.6,59,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,*,*,34.5,38,110,20211020
2021,02,Anne Arundel,3414,Ruth Parker Eason School,Middle,*,*,66.7,10,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,*,*,*,*,15,20211020
2021,02,Anne Arundel,3414,Ruth Parker Eason School,High,*,*,50.0,14,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,*,*,*,*,28,20211020
2021,02,Anne Arundel,3414,Ruth Parker Eason School,All,*,*,54.2,83,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,6.5,10,32.0,49,153,20211020
2021,02,Anne Arundel,3423,Meade Middle,Middle,<= 5.0,*,70.1,589,15.7,132,*,*,12.6,106,*,*,<= 5.0,*,*,*,<= 5.0,*,33.9,285,840,20211020
2021,02,Anne Arundel,4013,Annapolis High,High,7.7,161,53.2,1117,17.3,363,*,*,9.1,191,*,*,<= 5.0,*,*,*,<= 5.0,*,23.3,489,2098,20211020
2021,02,Anne Arundel,4023,Southern High,High,10.5,107,29.2,299,<= 5.0,*,*,*,10.7,109,*,*,<= 5.0,*,*,*,<= 5.0,*,14.0,143,1023,20211020
2021,02,Anne Arundel,4033,Annapolis Middle,Middle,<= 5.0,*,74.2,773,25.0,260,*,*,12.2,127,*,*,<= 5.0,*,*,*,<= 5.0,*,37.0,386,1042,20211020
2021,02,Anne Arundel,4043,Wiley H. Bates Middle,Middle,8.9,61,49.6,340,12.1,83,*,*,12.7,87,*,*,<= 5.0,*,*,*,6.1,42,26.0,178,685,20211020
2021,02,Anne Arundel,4053,Southern Middle,Middle,9.0,71,38.7,305,5.5,43,*,*,9.6,76,*,*,<= 5.0,*,*,*,<= 5.0,*,21.4,169,788,20211020
2021,02,Anne Arundel,4064,Mary Moss at Adams Academy,Middle,*,*,88.2,30,*,*,*,*,*,*,*,*,*,*,*,*,*,*,73.5,25,34,20211020
2021,02,Anne Arundel,4074,Phoenix Academy,Elementary,*,*,78.6,11,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,*,*,*,*,14,20211020
2021,02,Anne Arundel,4074,Phoenix Academy,Middle,*,*,>= 95.0,*,*,*,*,*,>= 95.0,*,*,*,*,*,*,*,*,*,87.5,35,*,20211020
2021,02,Anne Arundel,4074,Phoenix Academy,High,11.5,14,82.0,100,*,*,*,*,54.9,67,*,*,*,*,*,*,*,*,66.4,81,122,20211020
2021,02,Anne Arundel,4074,Phoenix Academy,All,8.0,14,84.7,149,5.7,10,*,*,68.2,120,*,*,7.4,13,*,*,*,*,69.9,123,176,20211020
2021,02,Anne Arundel,4092,Annapolis Elementary,Elementary,*,*,83.7,159,15.8,30,*,*,10.0,19,28.4,54,5.3,10,*,*,*,*,64.2,122,190,20211020
2021,02,Anne Arundel,4102,Carrie Weedon Early Education Center,Elementary,*,*,46.6,27,*,*,*,*,*,*,*,*,*,*,*,*,*,*,31.0,18,58,20211020
2021,02,Anne Arundel,4102,Carrie Weedon Early Education Center,All,*,*,46.6,27,*,*,*,*,*,*,*,*,*,*,*,*,*,*,31.0,18,58,20211020
2021,02,Anne Arundel,4112,Central Elementary,Elementary,5.9,33,15.5,87,6.4,36,*,*,14.3,80,*,*,*,*,*,*,7.3,41,10.2,57,561,20211020
2021,02,Anne Arundel,4122,Davidsonville Elementary,Elementary,8.9,53,9.4,56,<= 5.0,*,*,*,5.4,32,*,*,*,*,*,*,6.9,41,5.5,33,598,20211020
2021,02,Anne Arundel,4132,Deale Elementary,Elementary,6.3,13,16.5,34,*,*,*,*,6.8,14,*,*,*,*,*,*,6.8,14,14.1,29,206,20211020
2021,02,Anne Arundel,4142,Eastport Elementary,Elementary,*,*,83.1,231,36.3,101,*,*,10.8,30,>= 95.0,*,*,*,*,*,*,*,46.4,129,278,20211020
2021,02,Anne Arundel,4152,Edgewater Elementary,Elementary,<= 5.0,*,34.5,195,14.7,83,*,*,7.1,40,*,*,*,*,*,*,<= 5.0,*,15.8,89,565,20211020
2021,02,Anne Arundel,4162,Georgetown East Elementary,Elementary,*,*,86.3,276,20.9,67,*,*,20.6,66,>= 95.0,*,*,*,*,*,*,*,55.6,178,320,20211020
2021,02,Anne Arundel,4182,Germantown Elementary,Elementary,*,*,78.4,367,37.0,173,*,*,8.3,39,>= 95.0,*,<= 5.0,*,*,*,*,*,34.0,159,468,20211020
2021,02,Anne Arundel,4192,Hillsmere Elementary,Elementary,*,*,30.8,115,6.4,24,*,*,7.0,26,*,*,*,*,*,*,<= 5.0,*,22.0,82,373,20211020
2021,02,Anne Arundel,4202,Lothian Elementary,Elementary,<= 5.0,*,54.1,248,18.6,85,*,*,12.9,59,9.6,44,*,*,*,*,<= 5.0,*,25.8,118,458,20211020
2021,02,Anne Arundel,4212,Mayo Elementary,Elementary,<= 5.0,*,10.1,35,<= 5.0,*,*,*,7.8,27,*,*,*,*,*,*,<= 5.0,*,<= 5.0,*,345,20211020
2021,02,Anne Arundel,4222,Walter S. Mills - Parole Elementary,Elementary,*,*,>= 95.0,*,38.6,217,*,*,9.3,52,>= 95.0,*,<= 5.0,*,*,*,*,*,51.1,287,562,20211020
2021,02,Anne Arundel,4232,Rolling Knolls Elementary,Elementary,<= 5.0,*,40.3,150,22.8,85,*,*,15.3,57,*,*,*,*,*,*,<= 5.0,*,19.1,71,372,20211020
2021,02,Anne Arundel,4242,Shady Side Elementary,Elementary,<= 5.0,*,18.8,80,*,*,*,*,8.9,38,*,*,*,*,*,*,6.3,27,14.1,60,426,20211020
2021,02,Anne Arundel,4252,Traceys Elementary,Elementary,*,*,49.1,199,19.8,80,*,*,6.7,27,18.3,74,*,*,*,*,<= 5.0,*,25.2,102,405,20211020
2021,02,Anne Arundel,4262,Tyler Heights Elementary,Elementary,*,*,91.4,406,69.1,307,*,*,6.3,28,>= 95.0,*,*,*,*,*,*,*,21.4,95,444,20211020
